ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	POC1B	LMOD3	6	chr12	89525117	chr3	69109116	8f587efe-9492-cb15-d991-ec49b6151b86,021e6a17-4e4b-f869-0cc3-32064ef94512,13dbadda-7a5f-4255-f8ec-eed54a7a7631,2e180d04-bae8-4dcd-7bd6-cacadf3dbdaa,3b1c7486-9c7c-118e-ccbb-d87d85ab4c9b,6cd9c027-3e97-bb88-d993-3d0cf2f3b306
GF02	HEXDC	URGCP-MRPS24	3	chr17	82419883	chr7	43887817	e26e40a4-3d2e-0335-dd7a-bbe016cee12d,033fa4e9-570a-e718-9bf3-2a652d59245d,8901ad83-1432-7345-d55b-3520956e9ae5
GF03	ALX4	SKIL	7	chr11	44267493	chr3	170381240	e5e2fd8e-9a4b-fb51-fc2a-dc9e8429df29,121c9ee9-7243-341f-2b0e-3868284bb866,62cd3dc0-4898-b08e-620d-3a2766438b1a,b2e7a150-42e5-8d3b-5fda-dc32d24d5831
GF05	AC084219.2	DGCR14	3	chr19	44067272	chr22	19135174	a427b0dc-f0f0-4580-dba2-cb12133ffc93,0a81f492-93d8-ad73-e34c-ffe272f601ae,0eb2d538-56dd-5bd3-8dd0-fa5f149f721a
GF06	PRAMEF8	ZNF774	3	chr1	13284091	chr15	90358956	ffe7a813-05f0-be3b-bd70-4908dcd37a44,0acc6db5-0a57-719a-f6c9-9bb0c1010cf5,4701370e-2bf8-9ee9-8651-23a9a06912fc
GF07	COL6A6	GFM1	3	chr3	130675201	chr3	158645777	fd721036-a4cd-4aae-6393-b060db20e80c,76cbc7c6-18dd-5dc7-6122-0cf548f0aba2,a80e78bf-4221-c76b-aed1-38b907b7dff6
GF08	DAGLA	KLB	4	chr11	61734846	chr4	39437996	6c784b76-3eaf-4914-37fc-6235056603e2,118dfc8a-d1ac-0f1d-e355-d5e7b8fcdfae,1dc2341e-3e28-e697-7b10-b1287f2636a9,2bab923d-af24-c42f-bf6d-09ec544967ee
GF09	RP11-333E1.1	MAGEB18	6	chr17	5221296	chrX	26139332	f7c47b0f-0f13-edb2-8a15-245cd8d9d688,52769a57-25bc-7b9c-ef4c-7624ec227736,dad55fb9-26ef-831d-1861-5b4bf7521dad
GF010	ITGB3	GDNF	3	chr17	47290252	chr5	37816135	b777faea-272d-cf98-f2a6-1cfcf2bee2a0,8bfd9414-3441-7658-a96e-d5e558ffb360,a2903047-8c42-baa0-113f-bf6eab5bde4f
GF011	PIK3CD	ZNF512B	7	chr1	9654196	chr20	63967522	cfb26d08-44a1-7267-1432-09ffc8f0b533,1c16aec4-0c10-4a9e-8e09-8ecd2bef7e61,74c045ab-befd-fe95-49f0-a5a6f4aca5a5,1c3b0aee-1708-85a4-6df4-a6dd2b5d16ff,2b0e0909-2348-7b75-e5ae-c35c6ef15a25,4fd600cd-4102-7981-f6f1-e42f3ee3efd8,8289c631-95a0-3fc5-a009-e5b19c1c1b87
GF012	ATP2A3	EFNB3	3	chr17	3944798	chr17	7708527	fb1b152c-44f2-c09e-9094-e670590607a4,18dc02c2-4765-7eb4-bcaa-ce60e08d61da,d5605823-a748-239d-038d-01e9568c8c60
GF013	B3GALTL	DLG4	3	chr13	31323787	chr17	7203429	fbe8fdb9-2e61-e61f-7918-13bb1dbaa11d,71f7b8da-acb3-7510-1bbd-e11eaf82be21,92525c6a-3b9c-44f3-c2d8-ce697510381b
GF014	SSR3	AC008697.1	7	chr3	156548904	chr5	159322498	f707a021-88ef-2ea8-048f-b429f5cf2fc4,1aa4a34c-9365-51bf-1f98-e686171f4465,55a9e08f-0136-7c40-9fa8-234845e1c987,ac018be8-9cf2-1760-fb48-79ca1f4bbca5
GF016	AKAP11	ACER2	8	chr13	42313892	chr9	19423970	c97adcc7-d708-d9db-eb57-969281ef17b8,840fc015-37ff-d00d-f846-0a8dd3be31d3,8d81afc4-d4b9-7f55-afd9-13a0782bfabe,a8cf94e7-009a-7773-b2ce-50143a5c4355,9104b048-3d0f-9a69-290b-dd19a9e4816d
GF018	CREB3L2	PNMA3	9	chr7	137922588	chrX	153056949	73b28f48-36e9-c421-d1c5-00af04bb36ac,285b2ed9-d539-95a2-b686-6e11b9468a7a,2aec234c-4a75-341c-68d1-55ad05087e19,33943750-1242-dd23-7a18-24490549c8f6,55cb55bc-cbc4-ae22-7c2c-f7c349e446c6,60441bb5-798e-ca55-2842-86db9f594427,65aa36dd-73ff-34a4-8148-854b101961c0,2c7721e0-2b23-87cb-6a7f-5d76f08ad2cc,67d83e4e-d660-6dcb-c1be-2ecad0a782da
GF019	YME1L1	ZFR	3	chr10	27148904	chr5	32420092	73b12e1a-0ff8-dfa6-0de0-894c5b0a41b4,32205796-6587-84b8-5e71-171a8a8ae772,5429cf37-393c-f181-71f9-5083972b1861
GF020	MAP1LC3C	GJB1	4	chr1	241998773	chrX	71223690	fffd9f73-abae-5217-f5a9-40a3ecf2caaf,e9e97846-bd46-00ef-e0f5-c96598a9627c,32241ee0-ab54-d841-78af-fc7220a8f4b3,7c3078f6-6745-fd86-f21d-63dfd0e1d506
GF021	TMEM101	WWP1	3	chr17	44015156	chr8	86448281	97ca3312-0ce1-2adf-1d5d-6e595f755ee5,35ce033f-86d1-13f6-9e72-de1fc395c260,8dfc9d86-1b8b-5cd8-64cf-a290f4719e94
GF022	THRAP3	HEPACAM	3	chr1	36282554	chr11	124935921	51030865-bd25-97ad-8ccc-92d75bf27f2a,3989f4cf-2d4d-feb6-240e-98764d8037e6,3fe9808b-6d27-0315-6f2f-82b724a84e37
GF023	SLC25A41	PNPLA8	3	chr19	6433485	chr7	108479382	7e7b67f8-66fe-a62c-cb7b-e3a061c85be8,3c495857-7c78-e44d-4d32-035680312cf3,79008123-4e88-8221-7005-0d033461bef7
GF024	PARM1	FOXO4	3	chr4	75033886	chrX	71101740	e72deb83-8192-923c-c1e5-29dc6f3ee1c6,4c9a50ae-26f4-2205-2c76-51e556413e19,846e6f4b-3119-450e-d072-7b485dd49a42
GF025	CD79A	AP1S3	3	chr19	41879652	chr2	223775984	d3639257-60fe-6eec-59f7-da74a7ed6ea1,51148c01-2ed1-e168-383d-fd361b4f358d,634454d6-c7dc-0f10-791e-0ce648df1d0b
