#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
MIF--TRAF5	105	1.0	0.63	0.941	3'-TRAF5-chr1-211374946-0.89	5'-MIF-chr22-23894579-0.991
ME3--NEUROG2	106	0.992	0.581	0.934	3'-NEUROG2-chr4-112515478-0.955	5'-ME3-chr11-86450299-0.914
SLC34A3--PCDHAC2	104	0.978	0.636	0.909	3'-PCDHAC2-chr5-141009624-0.846	5'-SLC34A3-chr9-137230932-0.972
PRRG1--UGT3A2	102	0.971	0.55	0.92	3'-UGT3A2-chr5-36035354-0.953	5'-PRRG1-chrX-37425998-0.887
KRT15--OBSL1	94	0.986	0.592	0.909	3'-OBSL1-chr2-219558458-0.895	5'-KRT15-chr17-41517082-0.922
MRPS10--VTCN1	89	0.993	0.667	0.907	3'-VTCN1-chr1-117153371-0.848	5'-MRPS10-chr6-42208857-0.967
PARD6G--MYO1G	92	0.982	0.589	0.907	3'-MYO1G-chr7-44962665-0.92	5'-PARD6G-chr18-80202709-0.893
PCYT2--INHBC	89	0.971	0.592	0.947	3'-INHBC-chr12-57449277-0.927	5'-PCYT2-chr17-81906758-0.967
ZNF433--FAM131A	89	0.942	0.756	0.909	3'-FAM131A-chr3-184346273-0.84	5'-ZNF433-chr19-12035703-0.978
FAM196A--GSE1	85	0.96	0.626	0.909	3'-GSE1-chr16-85611408-0.924	5'-FAM196A-chr10-127136193-0.895
RAD21--WDR92	84	0.979	0.606	0.889	3'-WDR92-chr2-68129803-0.875	5'-RAD21-chr8-116861839-0.903
B3GALT1--RSPO3	81	0.984	0.547	0.906	3'-RSPO3-chr6-127119037-0.942	5'-B3GALT1-chr2-167870856-0.871
IDH3G--TAF5	81	0.96	0.716	0.895	3'-TAF5-chr10-103389065-0.88	5'-IDH3G-chrX-153787050-0.91
SCRT1--STAG1	78	0.992	0.651	0.873	3'-STAG1-chr3-136337979-0.897	5'-SCRT1-chr8-144336054-0.848
LDLRAD2--TMEM40	78	0.989	0.645	0.877	3'-TMEM40-chr3-12769457-0.975	5'-LDLRAD2-chr1-21821446-0.78
ADGB--LPPR4	74	0.985	0.65	0.846	3'-LPPR4-chr1-99305685-0.755	5'-ADGB-chr6-146598966-0.937
KCTD17--IL18	77	0.948	0.619	0.897	3'-IL18-chr11-112143252-0.975	5'-KCTD17-chr22-37057494-0.819
RNASE10--TTLL10	79	0.924	0.678	0.869	3'-TTLL10-chr1-1179696-0.775	5'-RNASE10-chr14-20511154-0.963
ZNF548--COQ10B	68	0.961	0.707	0.854	3'-COQ10B-chr2-197475308-0.8	5'-ZNF548-chr19-57389874-0.907
CSGALNACT2--C1GALT1C1	70	0.974	0.549	0.811	3'-C1GALT1C1-chrX-120627171-0.909	5'-CSGALNACT2-chr10-43164045-0.714
APOC2--SDR42E2	61	0.937	0.7	0.819	3'-SDR42E2-chr16-22166296-0.685	5'-APOC2-chr19-44949332-0.953
UQCR10--NFATC2IP	58	0.982	0.663	0.804	3'-NFATC2IP-chr16-28965698-0.674	5'-UQCR10-chr22-29767607-0.935
CALM3--GLP2R	60	0.878	0.603	0.744	3'-GLP2R-chr17-9857577-0.504	5'-CALM3-chr19-46609305-0.984
DUSP11--ANKS3	58	0.908	0.575	0.793	3'-ANKS3-chr16-4696511-0.983	5'-DUSP11-chr2-73780095-0.604
FITM2--NANOS3	56	0.869	0.675	0.775	3'-NANOS3-chr19-13880441-0.949	5'-FITM2-chr20-44310973-0.602
B3GAT1--GAS7	50	0.995	0.558	0.926	3'-GAS7-chr17-9943120-0.926	5'-B3GAT1-chr11-134384190-0.926
SPAG8--ZNF300	50	0.948	0.621	0.947	3'-ZNF300-chr5-150894398-0.893	5'-SPAG8-chr9-35812102-1.0
NUDT6--SSBP3	52	0.855	0.575	0.776	3'-SSBP3-chr1-54413479-0.571	5'-NUDT6-chr4-122892740-0.981
CCDC170--GPC1	45	0.984	0.541	0.82	3'-GPC1-chr2-240468076-0.682	5'-CCDC170-chr6-151536446-0.957
AKR1C8P--SLC25A48	43	0.971	0.57	0.946	3'-SLC25A48-chr5-135872747-0.915	5'-AKR1C8P-chr10-5185011-0.977
EPX--KANK4	42	0.967	0.545	0.934	3'-KANK4-chr1-62237543-0.913	5'-EPX-chr17-58192923-0.955
KRT6C--SPAG1	43	0.962	0.599	0.869	3'-SPAG1-chr8-100241901-0.878	5'-KRT6C-chr12-52471419-0.86
CST11--DCAF4	41	0.971	0.703	0.911	3'-DCAF4-chr14-72959703-0.911	5'-CST11-chr20-23452845-0.911
F7--NOL10	41	0.993	0.62	0.954	3'-NOL10-chr2-10571873-0.976	5'-F7-chr13-113110851-0.932
SUV39H1--FAM179A	45	1.003	0.549	0.75	3'-FAM179A-chr2-29024136-0.652	5'-SUV39H1-chrX-48706629-0.849
ESPNL--FAM69A	41	0.987	0.707	0.933	3'-FAM69A-chr1-92842166-0.891	5'-ESPNL-chr2-238128904-0.976
MTL5--TBX22	43	0.949	0.581	0.887	3'-TBX22-chrX-80031373-0.977	5'-MTL5-chr11-68742316-0.796
PCK1--PROX2	38	0.962	0.64	0.859	3'-PROX2-chr14-74853032-0.717	5'-PCK1-chr20-57561635-1.0
SIGLEC12--HEATR5A	39	1.0	0.695	0.75	3'-HEATR5A-chr14-31291788-0.736	5'-SIGLEC12-chr19-51501789-0.765
IER3IP1--CPO	38	0.945	0.623	0.873	3'-CPO-chr2-206969474-1.0	5'-IER3IP1-chr18-47176374-0.745
C19orf70--EEF1E1	39	0.913	0.655	0.89	3'-EEF1E1-chr6-8080032-1.0	5'-C19orf70-chr19-5680194-0.78
FAM71E1--CUX2	39	0.925	0.705	0.902	3'-CUX2-chr12-111293570-0.975	5'-FAM71E1-chr19-50476498-0.83
DUOXA2--ZBTB1	34	0.992	0.603	0.883	3'-ZBTB1-chr14-64521485-0.872	5'-DUOXA2-chr15-45114754-0.895
DYRK1B--CEMIP	36	0.973	0.622	0.801	3'-CEMIP-chr15-80951775-0.923	5'-DYRK1B-chr19-39830663-0.679
FAM32A--ZIC5	36	0.956	0.669	0.86	3'-ZIC5-chr13-99965820-0.72	5'-FAM32A-chr19-16185417-1.0
HRNR--DHX57	37	0.96	0.649	0.749	3'-DHX57-chr2-38848402-0.86	5'-HRNR-chr1-152212081-0.638
HS6ST3--LRRC38	33	0.978	0.645	0.893	3'-LRRC38-chr1-13474976-0.917	5'-HS6ST3-chr13-96091570-0.868
MDM4--SNCA	35	0.939	0.657	0.875	3'-SNCA-chr4-89835680-0.778	5'-MDM4-chr1-204549779-0.972
C11orf94--PDPN	32	0.941	0.519	0.855	3'-PDPN-chr1-13616247-0.889	5'-C11orf94-chr11-45907282-0.821
IQCF2--FCGR2A	31	0.912	0.693	0.867	3'-FCGR2A-chr1-161518558-0.795	5'-IQCF2-chr3-51861950-0.939
APOC4--SQLE	30	0.842	0.731	0.659	3'-SQLE-chr8-125018728-0.319	5'-APOC4-chr19-44945496-1.0
ASXL3--NRG1	29	0.883	0.65	0.796	3'-NRG1-chr8-32763998-0.592	5'-ASXL3-chr18-33578640-1.0
SDE2--FBLN7	27	0.949	0.606	0.72	3'-FBLN7-chr2-112175841-0.931	5'-SDE2-chr1-225988389-0.509
MT1M--KCNV1	29	0.835	0.639	0.607	3'-KCNV1-chr8-109973925-0.279	5'-MT1M-chr16-56633986-0.935
XXbac-BPG116M5.17--FKTN	20	0.953	0.604	0.649	3'-FKTN-chr9-105636235-0.741	5'-XXbac-BPG116M5.17-chr6-31951473-0.556
GH2--PDIA4	18	0.942	0.678	0.716	3'-PDIA4-chr7-149028641-0.486	5'-GH2-chr17-63880217-0.947
PSENEN--WASF3	17	0.886	0.788	0.513	3'-WASF3-chr13-26557702-0.459	5'-PSENEN-chr19-35746417-0.567
NAPG--RXFP1	14	1.0	0.629	0.558	3'-RXFP1-chr4-158644908-0.241	5'-NAPG-chr18-10549096-0.875
TRMT10A--SLC5A10	13	0.987	0.665	0.898	3'-SLC5A10-chr17-18952187-0.929	5'-TRMT10A-chr4-99546726-0.867
ASPG--ZNF737	15	0.831	0.65	0.677	3'-ZNF737-chr19-20536150-0.938	5'-ASPG-chr14-104111999-0.417
ISG20--ARL3	15	0.812	0.567	0.604	3'-ARL3-chr10-102714407-0.326	5'-ISG20-chr15-88650386-0.882
KIAA0556--PTPRF	12	1.0	0.644	0.715	3'-PTPRF-chr1-43622357-1.0	5'-KIAA0556-chr16-27721695-0.429
CBLN1--RMI1	12	1.0	0.76	0.89	3'-RMI1-chr9-84002233-0.923	5'-CBLN1-chr16-49281831-0.857
CRHR1--PANX3	12	1.0	0.667	0.962	3'-PANX3-chr11-124620356-0.923	5'-CRHR1-chr17-45821441-1.0
PSENEN--CACNG8	12	0.953	0.669	0.5	3'-CACNG8-chr19-53963039-0.6	5'-PSENEN-chr19-35745834-0.4
DLST--SLC6A9	16	0.812	0.586	0.55	3'-SLC6A9-chr1-44031386-0.16	5'-DLST-chr14-74898486-0.941
SAMD7--ZFAND6	12	0.955	0.679	0.962	3'-ZFAND6-chr15-80138356-1.0	5'-SAMD7-chr3-169928581-0.923
INPP5E--SEC14L6	11	0.989	0.732	0.959	3'-SEC14L6-chr22-30525824-1.0	5'-INPP5E-chr9-136431119-0.917
KERA--SMG6	12	0.915	0.677	0.962	3'-SMG6-chr17-2240191-0.923	5'-KERA-chr12-91051520-1.0
GNG11--GPR85	11	0.917	0.77	0.893	3'-GPR85-chr7-113084891-1.0	5'-GNG11-chr7-93922233-0.786
IFIT3--THAP1	10	0.976	0.718	0.871	3'-THAP1-chr8-42839383-0.909	5'-IFIT3-chr10-89328080-0.833
SULT2A1--STON1	10	1.0	0.542	0.871	3'-STON1-chr2-48598886-0.833	5'-SULT2A1-chr19-47886397-0.909
EFCAB9--HAMP	11	0.846	0.605	0.595	3'-HAMP-chr19-35285113-1.0	5'-EFCAB9-chr5-172200742-0.19
DECR2--SLC28A3	11	0.879	0.632	0.881	3'-SLC28A3-chr9-84278113-0.917	5'-DECR2-chr16-401914-0.846
DYRK1B--IGSF3	9	1.0	0.531	0.535	3'-IGSF3-chr1-116577219-0.9	5'-DYRK1B-chr19-39830374-0.17
KCNK17--FBXO6	10	0.953	0.605	0.773	3'-FBXO6-chr1-11674354-0.714	5'-KCNK17-chr6-39304494-0.833
LSMEM1--TM4SF19	9	0.899	0.669	0.875	3'-TM4SF19-chr3-196338503-0.75	5'-LSMEM1-chr7-112489970-1.0
