#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
POC1B-GALNT4--LMOD3	74	0.871	0.681	0.845	3'-LMOD3-chr3-69106872-0.902	5'-POC1B-GALNT4-chr12-89526262-0.787
FAM46C--UACA	65	0.946	0.452	0.811	3'-UACA-chr15-70702281-0.867	5'-FAM46C-chr1-117622841-0.756
TTYH2--OR11A1	67	0.899	0.474	0.809	3'-OR11A1-chr6-29425505-0.905	5'-TTYH2-chr17-74237511-0.713
ITGB3--GDNF	61	0.939	0.475	0.797	3'-GDNF-chr5-37816133-0.859	5'-ITGB3-chr17-47290274-0.735
MT1M--HDGF	56	0.842	0.518	0.817	3'-HDGF-chr1-156742110-0.933	5'-MT1M-chr16-56632233-0.7
SLC25A41--PNPLA8	52	0.873	0.55	0.787	3'-PNPLA8-chr7-108471628-0.881	5'-SLC25A41-chr19-6433485-0.693
CYP2W1--CBLN3	44	0.935	0.62	0.724	3'-CBLN3-chr14-24429525-0.512	5'-CYP2W1-chr7-989637-0.936
PYGL--DLG5	50	0.873	0.484	0.729	3'-DLG5-chr10-77867922-0.943	5'-PYGL-chr14-50944736-0.515
C11orf53--SP8	42	0.922	0.465	0.78	3'-SP8-chr7-20784289-0.933	5'-C11orf53-chr11-111284377-0.627
GFM1--COL6A6	36	0.889	0.459	0.762	3'-COL6A6-chr3-130678150-0.667	5'-GFM1-chr3-158645780-0.857
METAP1--CCDC181	40	0.855	0.507	0.74	3'-CCDC181-chr1-169422312-0.909	5'-METAP1-chr4-99043386-0.571
VGF--ENTPD6	34	0.896	0.505	0.859	3'-ENTPD6-chr20-25195757-0.773	5'-VGF-chr7-101162510-0.944
JMJD8--MAP3K8	27	0.86	0.581	0.794	3'-MAP3K8-chr10-30461831-0.818	5'-JMJD8-chr16-684439-0.771
ZNF467--HS3ST5	20	0.88	0.486	0.699	3'-HS3ST5-chr6-114343042-0.488	5'-ZNF467-chr7-149766239-0.909
HOXB8--UBBP4	17	0.914	0.59	0.654	3'-UBBP4-chr17-22205152-0.85	5'-HOXB8-chr17-48614704-0.459
KRT84--PALD1	16	0.93	0.463	0.622	3'-PALD1-chr10-70568447-0.8	5'-KRT84-chr12-52381361-0.444
KRT19--CUL7	14	0.833	0.63	0.706	3'-CUL7-chr6-43037616-1.0	5'-KRT19-chr17-41528299-0.412
HOXA1--IP6K1	9	0.895	0.689	0.559	3'-IP6K1-chr3-49726912-0.818	5'-HOXA1-chr7-27095996-0.3
SOX18--VAPA	9	0.937	0.536	0.875	3'-VAPA-chr18-9960019-0.75	5'-SOX18-chr20-64049157-1.0
ASPM--TNS3	8	0.943	0.656	0.734	3'-TNS3-chr7-47539277-0.8	5'-ASPM-chr1-197084129-0.667
P2RY13--TUBB	7	0.899	0.604	0.756	3'-TUBB-chr6-30723032-0.636	5'-P2RY13-chr3-151326316-0.875
IFNL2--IL6ST	4	1.067	0.688	0.472	3'-IL6ST-chr5-55935128-0.5	5'-IFNL2-chr19-39269822-0.444
C20orf62--CLDN4	4	0.835	0.569	0.75	3'-CLDN4-chr7-73828598-0.5	5'-C20orf62-chr20-44465327-1.0
ANGPT4--RP1	3	1.0	0.867	0.875	3'-RP1-chr8-54624666-0.75	5'-ANGPT4-chr20-916317-1.0
DGCR14--ZNF223	3	0.9	0.642	0.487	3'-ZNF223-chr19-44067271-0.375	5'-DGCR14-chr22-19135175-0.6
SERPINA4--SGOL2	3	0.8	0.625	0.404	3'-SGOL2-chr2-200536142-0.057	5'-SERPINA4-chr14-94569394-0.75
UTF1--SLC35F1	2	1.0	0.663	0.834	3'-SLC35F1-chr6-118317655-1.0	5'-UTF1-chr10-133230839-0.667
NRAP--KATNAL2	2	0.979	0.575	0.343	3'-KATNAL2-chr18-47054430-0.4	5'-NRAP-chr10-113604917-0.286
ZNF727--ZFP69	2	0.912	0.938	1.0	3'-ZFP69-chr1-40496287-1.0	5'-ZNF727-chr7-64045625-1.0
FMNL2--C12orf77	3	0.842	0.625	0.534	3'-C12orf77-chr12-24996332-1.0	5'-FMNL2-chr2-152629905-0.068
PCNXL4--ITGB1BP1	1	1.0	1.0	1.0	3'-ITGB1BP1-chr2-9405682-1.0	5'-PCNXL4-chr14-60108322-1.0
EPPIN-WFDC6--ARHGEF4	1	1.0	1.0	0.416	3'-ARHGEF4-chr2-130947209-0.5	5'-EPPIN-WFDC6-chr20-45545770-0.333
ALG10B--CD300A	1	0.917	1.0	1.0	3'-CD300A-chr17-74474685-1.0	5'-ALG10B-chr12-38322588-1.0
PPIC--GJA4	1	0.825	1.0	1.0	3'-GJA4-chr1-34795744-1.0	5'-PPIC-chr5-123036737-1.0
