ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	SLC10A1	NATD1	45	chr14	69786095	chr17	21244225	f0bcd4cf-5d1a-729d-c634-255e9306460d,0bc708dc-f2a5-436a-e98b-0b353eb9a548,11624683-4732-61df-d137-3a8acb2f71a4,17e51951-1545-9ed2-80bc-6368effcad41,1e7ffcca-e825-64db-c193-f74a9c79bf46,2487a021-4b0c-8ddf-3a21-d6ca7d0b40a3,250995e2-55e7-492d-2582-0e0a80fef44b,2a5f30fe-f294-908e-e40e-7debf260fe7e,2dd80384-4460-24a7-43da-be14d064dc09,33ea1a9c-46f4-c1b4-65f3-8fbd57a800fc,3af8d9c8-7bb6-3719-64d0-cb7807859b28,3c425fd3-a83e-8117-ec15-94ceb9fee5f3,3cbb2272-4004-0b0e-f855-e76767506b93,41448add-4fcd-59ab-1e8a-4b93a1ec374a,71483fc0-7253-2ff6-4795-7949d242a2ee,71dfee2c-c2ab-c650-cf13-f017a18d4259,82bf6392-da81-6486-747e-40668103e882,835ae101-fbcd-66ae-5549-89e4491ce4a1,a22dc8ef-535d-70bb-2a79-451443ee2f4d,a47eb1e2-5183-0c66-02d2-a784317e0975,ae659382-0fa7-af85-5dfe-28b544f544ee,b67ed79f-ea9c-6320-b41b-7a602b8fd66d,c80a7f74-d8f7-4c15-94dc-703813b3c11f,d580b9a7-b4ec-52b8-24e5-599264912663
GF02	SLC10A1	NATD1	1	chr14	69786095	chr17	21249771	00016b7d-51ac-1417-2137-e64a976d5fae
GF03	MAP1LC3C	GJB1	48	chr1	241998773	chrX	71223690	ff969e1a-f43c-f399-e4a3-d81a4dba9706,001213af-261d-8269-ef1d-7fcf0a8f5862,0be79aab-cf45-f894-cf06-0f5edb2de73b,0d0d3008-f036-4739-79b0-fd1eb2b26692,0d67e44c-1596-acc7-bed7-ee0371b6e151,1189e8a1-591c-6338-19a4-e5163e45e569,1b6d4123-8353-037f-0001-7e19ad451495,221a8023-bece-7476-e803-b6aae237d7a6,282a5e23-9638-4d1c-c156-afa8b9e36a39,335dda73-8d12-edd1-ef7a-4ac65e9873a6,3519218c-d474-f3e1-290e-af4911b97590,3b56cc77-9e22-387f-73a1-7406074b1dd7,413ce0eb-64ba-ba84-ed3c-1eef181e123a,41e16abf-10d5-3126-b48f-d6db09f6d94a,435ec749-240e-0489-1e49-3d5ef181ac9e,4cc4745f-01fd-1c23-c525-8f8301fa7dfe,4dddf83e-2c3b-91e0-ba40-4ae753ff4f8c,613aa70a-0915-8906-fbc6-76d29fcd6ccb,618b4941-f6e5-9c68-0464-fefe54989ea3,62a1c3c6-18f0-fc31-9688-4af51c47a682,643ee9a6-9ede-8cce-1c1d-bf2cf6cc5a91,647f00bb-aec7-4693-e8a8-92f1151647a8,66c2640b-6fa7-7bc7-0947-676ff40b7ace,779d2650-ec60-7835-9b43-19ca06225f5e,8b887a00-d757-001a-4206-5f65ecc96897,9046c54e-27db-e495-2bfb-64563110f7ff,950bebfc-dc34-de14-0322-af604cb0aad8,96df0a7b-d8ef-6bf7-37c2-26a8072679c2,97b63770-9f90-b88c-fe43-3ef2ff58009e,9a01755c-78cd-3f46-da76-82292ed25f44,a6e4e70a-e8b3-fc94-9443-a3f8ed56b532,a83262fc-19f6-84a6-a35d-5e2d030043f4,aa097d3f-8b2f-67c5-3377-d2f0e0e8a280,b1f3490c-002d-4c2d-64ed-4ce0101cbbab,b96f2bf5-8849-eec3-f4f4-8316feb58abf,ba790225-6850-945e-f922-20253090aa00,c6d0ef28-3259-f375-598c-b3aeb9a8ecd7,cc60748f-dbf2-c502-3a18-75aa04418b69,ccb23e91-497b-48b0-00cf-119e352eda79,cea0605c-fb87-e6bd-db8d-a25b4e234f59,d27c727c-64c2-5149-e939-d4b7b8b2991a,d73a20b6-5372-c289-acc7-e082b8a5968f,e41217af-9710-9924-019e-ab9221505596,2be6bfc8-1dde-04f6-31fc-aaecbc7ff5ab
GF04	ZSCAN20	CBX3	29	chr1	33489516	chr7	26211756	f4a223a8-fa84-6d22-8f2b-8c8dfbf9d862,00121d4c-8375-d109-95a1-2811073416ea,0c62e2bb-4b53-2084-5912-91eb13ceca0b,2a984917-7c27-b533-563a-9e6f309cfd38,2ce020e3-b81b-3e66-01e2-dcb308555ed9,3bfed4ac-1350-dc4d-694f-7fd34ece2728,6a2faa19-fe6a-5116-6562-792c590f4240,8369d354-91c4-a97a-1908-90a1a1b0b241,8b8882e7-a7c9-2ac2-9939-af03ce993aff,998dd147-9255-dd88-379b-bb6cd7eef93f,b224dc81-8ced-5433-1053-a681711827b0,b808d642-7a77-595f-17e3-1ba7da7e1a9a,ba6757ca-ef6c-1f8e-bca0-ef8126b76141,bf20d7e8-f059-15aa-ee5a-5bd263139bd3,c72b1716-df01-df57-1a93-f5719612ffb0,d318cdee-f6e9-97e2-0e98-9a8e6a379128,e3270b95-f6d4-71e8-3e7f-ea9aa156ba66,e4b49035-7c69-b739-3ea4-a67bdcc67333,e7e31164-c4d6-c3ba-8868-7f7c83239e75,ed07f15a-7829-a9fb-cc56-b46f347eb31e,f38aa057-b6a5-690a-1b95-ca06cdc88166
GF05	ZSCAN20	CBX3	3	chr1	33491029	chr7	26208554	f6573ea8-1810-7f4e-8bfe-240986011513,e72cbed7-fe4a-0f80-5bfd-87e437b90e39
GF06	ZSCAN20	CBX3	1	chr1	33493208	chr7	26208555	57204cd2-4d74-5994-1dd0-11bd00ed268a
GF07	CCDC181	METAP1	43	chr1	169422313	chr4	99043386	fdd50ac6-be57-f9bc-0da7-34ec7bb7c38a,0025ea21-bc43-ebd0-985c-9ed603dbec0c,0aebda44-1430-270c-db5d-fb0da83143ee,1b055ad2-5372-e3fc-1804-cccb7d44a500,1f8aeeff-5ae5-a090-8557-55574ab04278,21f9c3fc-64e7-7db4-d26a-d475ff15b209,2e969005-4e13-7132-2032-c66ea9dc2211,33f4d975-1b82-522d-845c-482c161d4696,36be3a7e-85dd-3033-1b3f-cb653a5cd4e7,3f65b028-e392-86d6-4af0-b773c0b4ea95,3f80df15-6173-8c86-0657-8a3bec7e6753,4281f263-f785-9da9-7974-77526521d456,433b8188-fb1d-5d33-68a3-e7fe1ec9fbc7,4947bf95-49ea-695e-0d69-5ad9fef1effa,4e5a83a8-122f-62e0-1355-8e5498a9f7fb,54e9b41d-4ecb-3905-43e9-af2c600c006a,5d0e0db5-6857-ce0d-543f-a444141ff18c,5e9b0b0f-3a66-689c-fc4a-292f488baf84,610239ff-bc0a-5157-728b-2873874d5747,612913fa-af43-ea75-0140-c7baca9d8135,6fd14d2a-76d7-1c28-7750-96e0b106259c,70ed2add-95b0-cd5c-e76a-7e428588e757,74791673-671d-6457-79e2-b5c3312b4aad,74d45eaa-bc68-a90e-5fb3-33d7ad8110a5,775dd573-d848-2302-494a-42dfc05f22bd,7ca34087-6b89-1668-0add-3c115116460a,7d9e64a6-4a2f-da25-a069-74336fa919dd,842f2326-0514-638c-b9a6-290ae09e1dc8,8d0c13e7-797a-9dd3-44c9-ac82dcf82f52,951b29a3-00a9-ee41-84a4-862997329d5a,98a77ce7-6654-d6cd-329c-f6747b962871,a3b757a5-8308-6471-4fb1-ac4634121aab,a53a4ef4-1fcc-5558-0842-559aa6046fda,a59c865e-0bec-a9a0-df3b-03f4ebd67eab,a7f3da21-a924-796c-1b60-3b8f65a89267,b2e06c19-eb93-f04d-cac0-a596a9f76617,bd3b3c2d-a5da-c5bb-89ab-d19b2d4677b6,be858686-c777-b02b-962c-2543e87756da,c312b1c2-fb3f-77f4-e724-5cd79cd7e4db,ce5efbc4-9c64-1015-0459-5d7ad1df1def,d97ad5eb-5224-6e53-8b4a-0e3b39267861,e7feb346-9b9b-cfb7-5202-d142f8afc59b,e97a6984-5988-1cd5-7509-aa522538f863
GF08	CCDC181	METAP1	2	chr1	169422310	chr4	99041123	a3dd4e35-e9d7-62dc-2e15-db24fe937a3a,958b0443-acee-e733-ce91-83e8d870c4b4
GF09	MYRFL	ZNF547	6	chr12	69936632	chr19	57371778	6e96e53f-1157-5061-c218-f177d8cbbf1a,0027eb10-7590-aa31-9b39-ea09d4593aba,2fe0b352-3740-6436-6880-157d300beb1d,3fd61d91-706f-c351-c26b-823e1a2e6e79
GF012	HERC1	RASGEF1C	2	chr15	63727638	chr5	180102135	c48ea3fe-7a42-d8ff-14e5-a3df6096d18b
