ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	PSMD13	SUN1	1	chr11	247616	chr7	881048	m64363e_230614_195212/100008134/ccs/7186_9954
GF02	GBP1	SLC30A5	1	chr1	89056129	chr5	69129597	m64363e_230614_195212/100008164/ccs/2887_6070
GF03	LRCH1	RNF149	1	chr13	46677315	chr2	101271540	m64363e_230614_195212/100008300/ccs/3020_3651
GF04	KANSL1	ARL17B	1	chr17	46143173	chr17	46285511	m64363e_230614_195212/46532376/ccs/3687_6068
GF05	KANSL1	ARL17B	1	chr17	46135827	chr17	46291666	m64363e_230614_195212/100008352/ccs/8802_13618
GF06	SIPA1L1	ECT2	1	chr14	71387131	chr3	172793284	m64363e_230614_195212/100008420/ccs/3335_3944
GF07	MT-ND4	MT-ND5	75	chrM	12008	chrM	13644	m64363e_230614_195212/76548495/ccs/13947_15521,m64363e_230614_195212/100008442/ccs/2521_4077,m64363e_230614_195212/104072631/ccs/2377_3291,m64363e_230614_195212/108464335/ccs/8868_10153,m64363e_230614_195212/113052028/ccs/4566_5226,m64363e_230614_195212/126026735/ccs/1858_2826,m64363e_230614_195212/127273600/ccs/1614_3105,m64363e_230614_195212/140904134/ccs/2533_4112,m64363e_230614_195212/143983188/ccs/704_2274,m64363e_230614_195212/150602161/ccs/4980_6546,m64363e_230614_195212/164825322/ccs/3097_4659,m64363e_230614_195212/21365070/ccs/3307_4876,m64363e_230614_195212/28771623/ccs/1318_2907,m64363e_230614_195212/37619980/ccs/1979_3561,m64363e_230614_195212/7472562/ccs/13_1588,m64363e_230614_195212/76480880/ccs/6012_7115
GF08	SAV1	NIN	1	chr14	50638996	chr14	50811795	m64363e_230614_195212/100008758/ccs/5055_7132
GF09	SUPT16H	CCDC144B	1	chr14	21377710	chr17	18606454	m64363e_230614_195212/100008769/ccs/7071_8349
GF010	RET	CCDC6	77	chr10	43116583	chr10	59906120	m64363e_230614_195212/98238556/ccs/3145_4145,m64363e_230614_195212/100008850/ccs/8464_9457,m64363e_230614_195212/102105324/ccs/3662_4654,m64363e_230614_195212/103549602/ccs/3050_4050,m64363e_230614_195212/106496587/ccs/4529_5515,m64363e_230614_195212/112722333/ccs/4835_5622,m64363e_230614_195212/113182191/ccs/5123_6117,m64363e_230614_195212/120193560/ccs/9614_10602,m64363e_230614_195212/121438746/ccs/5141_6140,m64363e_230614_195212/126550787/ccs/4687_5681,m64363e_230614_195212/134742633/ccs/1900_2893,m64363e_230614_195212/136252014/ccs/1406_2401,m64363e_230614_195212/142478107/ccs/4869_5858,m64363e_230614_195212/143000956/ccs/910_1902,m64363e_230614_195212/146146499/ccs/4590_5584,m64363e_230614_195212/146342149/ccs/2451_3443,m64363e_230614_195212/147195166/ccs/5139_6131,m64363e_230614_195212/149815647/ccs/1262_2256,m64363e_230614_195212/149881500/ccs/2422_3415,m64363e_230614_195212/150996917/ccs/1122_2139,m64363e_230614_195212/151193939/ccs/4904_5899,m64363e_230614_195212/153093567/ccs/4172_5166,m64363e_230614_195212/153682403/ccs/3082_4078,m64363e_230614_195212/155321935/ccs/5574_6572,m64363e_230614_195212/156303821/ccs/7157_8147,m64363e_230614_195212/157289027/ccs/7092_8084,m64363e_230614_195212/160498095/ccs/4797_5788,m64363e_230614_195212/16713687/ccs/5266_6258,m64363e_230614_195212/16975815/ccs/11278_12270,m64363e_230614_195212/172819892/ccs/6514_7507,m64363e_230614_195212/176097535/ccs/7681_8675,m64363e_230614_195212/177603352/ccs/13_1005,m64363e_230614_195212/179176264/ccs/3109_4089,m64363e_230614_195212/19923633/ccs/3027_4024,m64363e_230614_195212/20776165/ccs/5575_6567,m64363e_230614_195212/23201542/ccs/6567_7559,m64363e_230614_195212/27592303/ccs/2688_3680,m64363e_230614_195212/28966962/ccs/1366_2353,m64363e_230614_195212/30083200/ccs/7031_8026,m64363e_230614_195212/30213374/ccs/2574_3568,m64363e_230614_195212/30606495/ccs/1276_2267,m64363e_230614_195212/31066819/ccs/7039_8033,m64363e_230614_195212/32244570/ccs/5540_6547,m64363e_230614_195212/33030635/ccs/10542_11538,m64363e_230614_195212/36701803/ccs/1562_2556,m64363e_230614_195212/36831947/ccs/4889_5883,m64363e_230614_195212/40765961/ccs/9419_10406,m64363e_230614_195212/4194589/ccs/7297_8286,m64363e_230614_195212/42401923/ccs/4852_5846,m64363e_230614_195212/42927200/ccs/8763_9761,m64363e_230614_195212/44958451/ccs/3094_4086,m64363e_230614_195212/50529220/ccs/15_1005,m64363e_230614_195212/51644418/ccs/4320_5307,m64363e_230614_195212/56165475/ccs/4773_5762,m64363e_230614_195212/56295746/ccs/7664_8657,m64363e_230614_195212/56428712/ccs/7168_8160,m64363e_230614_195212/58000192/ccs/11152_12139,m64363e_230614_195212/58067703/ccs/2240_3234,m64363e_230614_195212/58328510/ccs/950_1957,m64363e_230614_195212/58590092/ccs/4032_5025,m64363e_230614_195212/65012070/ccs/4543_5541,m64363e_230614_195212/67044771/ccs/2357_3351,m64363e_230614_195212/71501388/ccs/4512_5507,m64363e_230614_195212/73926713/ccs/2199_3193,m64363e_230614_195212/75040565/ccs/1941_2930,m64363e_230614_195212/75367731/ccs/3520_4499,m64363e_230614_195212/76547998/ccs/4622_5619,m64363e_230614_195212/76940890/ccs/1407_2396,m64363e_230614_195212/77726026/ccs/6726_7718,m64363e_230614_195212/78513589/ccs/3966_4967,m64363e_230614_195212/84215884/ccs/13_1007,m64363e_230614_195212/85133656/ccs/6495_7485,m64363e_230614_195212/85787920/ccs/7527_8485,m64363e_230614_195212/88869379/ccs/13_1008,m64363e_230614_195212/89064774/ccs/8494_9489,m64363e_230614_195212/89261633/ccs/3562_4553,m64363e_230614_195212/96209272/ccs/533_1526
