ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	IGHG1	IGHV3-48	338	chr14	105771399	chr14	106537822	m64363e_230614_195212/95749627/ccs/6827_8734,m64363e_230614_195212/89459185/ccs/15_1832,m64363e_230614_195212/135333557/ccs/1538_3594,m64363e_230614_195212/158141205/ccs/3959_5856,m64363e_230614_195212/108856719/ccs/9721_11566,m64363e_230614_195212/115933334/ccs/13_1846,m64363e_230614_195212/38669107/ccs/3362_5182,m64363e_230614_195212/100796927/ccs/20565_22437,m64363e_230614_195212/108595516/ccs/13_1940,m64363e_230614_195212/115671185/ccs/4622_6513,m64363e_230614_195212/121111662/ccs/2010_3892,m64363e_230614_195212/12780655/ccs/2491_4341,m64363e_230614_195212/135333557/ccs/6416_8542,m64363e_230614_195212/138086849/ccs/6904_8784,m64363e_230614_195212/146540966/ccs/4634_6496,m64363e_230614_195212/150145425/ccs/5208_7049,m64363e_230614_195212/151847491/ccs/2108_4021,m64363e_230614_195212/21038765/ccs/2372_4355,m64363e_230614_195212/23593634/ccs/9893_11856,m64363e_230614_195212/30934067/ccs/16_3361,m64363e_230614_195212/42403321/ccs/13_1854,m64363e_230614_195212/46270915/ccs/6260_8119,m64363e_230614_195212/56493397/ccs/4577_6457,m64363e_230614_195212/57740070/ccs/1813_3861,m64363e_230614_195212/62456822/ccs/1946_3822,m64363e_230614_195212/68878900/ccs/8010_9871,m64363e_230614_195212/70255869/ccs/1303_3187,m64363e_230614_195212/72812051/ccs/6365_8267,m64363e_230614_195212/92014816/ccs/11_1907,m64363e_230614_195212/144769969/ccs/7483_9562,m64363e_230614_195212/118686746/ccs/13_1920,m64363e_230614_195212/38341428/ccs/7427_9185,m64363e_230614_195212/7406127/ccs/3574_5348,m64363e_230614_195212/108529492/ccs/1755_3464,m64363e_230614_195212/5308949/ccs/16_1763,m64363e_230614_195212/126355644/ccs/2944_5013
GF02	IGHG1	IGHV3-48	10	chr14	105765162	chr14	106537981	m64363e_230614_195212/161548504/ccs/3711_4735,m64363e_230614_195212/126157073/ccs/4321_5333
GF04	IGHG1	IGHV3-48	6	chr14	105767889	chr14	106537867	m64363e_230614_195212/73597833/ccs/16_2065
GF03	IGHG1	IGHV3-48	1	chr14	105862208	chr14	106537811	m64363e_230614_195212/7605000/ccs/10489_11230
GF05	SLCO5A1	SNAPC3	2	chr8	69692042	chr9	15427533	m64363e_230614_195212/100008576/ccs/953_5844
GF06	NFIC	CTD-2006C1.2	1	chr19	3415158	chr19	12031528	m64363e_230614_195212/100008954/ccs/5293_5989
GF07	CTC-301O7.4	LNPEP	1	chr19	49336286	chr5	96960172	m64363e_230614_195212/100008960/ccs/8197_9508
GF08	WDR59	TPK1	1	chr16	74914875	chr7	144823378	m64363e_230614_195212/100008979/ccs/1616_2291
GF09	ST3GAL3	PWWP2A	2	chr1	43742992	chr5	160117657	m64363e_230614_195212/100009469/ccs/4872_8097
GF010	DNAJB4	AC005062.2	1	chr1	77988278	chr7	20018351	m64363e_230614_195212/100010033/ccs/6544_7860
GF011	HSPD1	RRP7A	1	chr2	197486633	chr22	42512962	m64363e_230614_195212/100010183/ccs/4745_5741
GF012	MGST1	ACAD10	1	chr12	16355455	chr12	111749669	m64363e_230614_195212/100010213/ccs/3443_4973
GF013	ZNF84	ZNF169	1	chr12	133049580	chr9	94283976	m64363e_230614_195212/100073656/ccs/7159_7824
GF014	CEP57	B2M	2	chr11	95810667	chr15	44718142	m64363e_230614_195212/100073669/ccs/2013_7918
GF015	CAPZA1	B2M	1	chr1	112670354	chr15	44718142	m64363e_230614_195212/100073669/ccs/2013_7918
GF016	CAPZA1	CEP57	2	chr1	112670354	chr11	95808445	m64363e_230614_195212/100073669/ccs/2013_7918
GF017	HSD17B4	LARS	1	chr5	119516077	chr5	146174207	m64363e_230614_195212/100073752/ccs/7147_8205
GF018	PKNOX1	C4orf47	1	chr21	43032579	chr4	185426770	m64363e_230614_195212/100073770/ccs/738_1388
GF019	MT-ND1	MT-ND6	2	chrM	4002	chrM	14551	m64363e_230614_195212/75301139/ccs/1626_2983
GF020	CCL22	MRPL19	1	chr16	57364890	chr2	75663658	m64363e_230614_195212/100074269/ccs/2052_3997
GF021	SRGAP2	TMEM120B	1	chr1	206461031	chr12	121712964	m64363e_230614_195212/100074796/ccs/11512_12244
GF022	WDFY1	CECR1	1	chr2	223940067	chr22	17219028	m64363e_230614_195212/100075323/ccs/10182_11857
