ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	FRA10AC1	TRIM40	53	chr10	93685360	chr6	30147210	fbb3b43f-8ac5-2d85-1b14-e5baf3325032,0001090b-d55e-0fc4-51d7-160dc4811570,082a6731-137f-fd73-5f75-e430fc09f771,10d7070b-8671-a1b4-2a76-dc5c66f12fec,331f37b9-c8d4-4b87-a630-6b30065f8082,38ae2b58-dc29-f413-8bcf-62dfd2da96bf,3deed811-f7fd-c033-29d2-76ed5f5881be,409ec18c-5951-9fe0-526d-dab71666f91e,41e9eee9-99c0-558d-35d2-e160d2ed32f1,43d65b4c-68b1-321e-b9e9-9d380e9066f8,49920861-08d9-5f1c-523f-d378f8613d27,4d76fc09-5e23-4166-ce4d-85233b0a2e34,4fa14bbe-0b5f-628b-856a-7839f05cf2cc,56ccf7f2-751a-dfa3-7844-fe6564ce903c,5cc62a0c-41d9-5e08-f4e1-294bad5031e6,60db39ca-4ed6-c543-d7ca-283f6176e743,61a9e275-59ca-b157-5073-596ad248f375,62e59bff-0f7e-6c65-ab33-c387c87d7661,647c7f38-94cd-0180-296d-89a1170e9285,6a5dfb6e-04db-df15-213e-0e71089068f6,8b5ff683-e303-7580-a590-ce3802306f5a,92a26bac-0bf1-d6a4-cc32-9f299d2c899d,982a8ee7-e324-a12f-2ae5-44ff7e9a63e6,9e456a5f-a2f4-8d46-1542-6f192d38621c,a14ed7a0-5366-fe9d-58b6-9fb9245714d7,a2483e77-d4cc-9af8-9664-7ce2b48d0d9c,b0a220d3-7f3d-c845-825b-c0f97f9dfd1e,b4289c23-c83c-b1ef-c186-23973ac46bb8,b87da4e7-88d9-8046-4fe0-d41495824876,bcb6a9f0-6109-3a1a-4e88-af9065682361,d79f9690-14ae-5114-5684-6312444e6ff7,d8453041-5fb5-12cc-73fa-871da90b3d3d,dc3879de-1cab-5b6f-4edb-c3c70a578131,e2a26111-731d-c369-0317-ce6ce76c8275,e44922ba-7f3f-ac1f-5c4d-ae72eb58afce,eb55dbc9-a832-4019-a06c-1a38d57ac928,eb5a3327-799e-3885-8097-738a45367a64,f2d3febf-1bc1-6646-8a36-a622a8a9c2a6,f6934637-d4b3-6fe1-ba87-f9f49951aaa9,cf66e48e-a408-be46-d80a-383289eae627,16d1a9cb-f3c7-615a-6a7f-317164b6dbeb,b542b474-a11c-f0f3-9742-c7f7653cf760,6be39b32-9a93-9e87-02e2-3b063d099c53,75823d9d-6cdb-7aa5-26ee-8166064d2a73,951f3e2d-1d26-a6f5-3237-e4fc3f4e7811,fada742a-fe16-a673-265e-99bcac616772,ad626c83-6393-1395-2303-ef33f3a8317d
GF03	APOC4-APOC2	FIGLA	42	chr19	44948698	chr2	70787648	f82e0d6e-bf78-72c5-2936-9eae2c31f662,0003ba4d-0133-c3ca-69ae-6cd6b668b123,038c3f80-142f-fc70-eca7-e27774736473,0bb2bc73-e69f-a1dd-8773-adc2ac0808ac,0e339286-870e-a41c-87c9-f84ec9aba39f,1372316f-82c7-e359-7c6a-544b95776021,1e75afa4-1e34-e56a-fd23-a0c4fe37d809,1ea51ad6-12f2-ad3b-7ab5-fee128cf97f9,258f8f53-0240-5dbe-e200-ee298308c26c,34e648d6-bbf2-a2ca-3a62-1e133493f064,39e89baf-e38a-0acc-ed07-62a5bf580373,3a97af3a-45a6-70b0-ab4b-b6be12b82a71,45ac8d63-9fbc-9fc4-56b8-145ebd232734,5ca1eed2-c741-f78f-5cbe-a7ddfbe393f2,60e2b6f1-e87a-08e2-4e8e-bc0398f23fdd,77106772-8c27-d67c-14a5-07dd01774fd7,86790351-46a7-b623-65fa-3993dc30ab88,93075bed-6b99-e04d-9c48-94db2848e42a,997d3118-44b7-2cce-bfcc-25a3b75a5863,9ba55046-0e95-ace9-0730-5a3a91367ab6,9e849305-330c-1c12-74c0-fd0fd1e63cf6,a0c4a3fd-5481-2d49-0717-6b266a446906,a4d4f10a-daca-6635-7de3-18878cae87a3,a71cdd72-4c36-b653-bed4-4f615ba960b2,a7983c4a-e25c-b48e-4b6a-a1086024bd40,a903f10d-0331-6f38-3280-b63a9aa3468e,ae6d11b2-35de-7199-b0f1-f8c232d69536,afe2adb2-caae-7815-ef51-429693dfb82c,c9e40482-f839-fdd4-a3a3-58c3765e72f5,d9109385-e244-36cd-ee10-4b124dacbc5c,eba45353-62dc-1649-7dc4-f5958466830d,eca73b7a-abd9-b473-3c74-cb21d57ce25e,edc02a09-9434-924f-4af0-045b2d3c7a1c,75c8e5f6-f270-9add-5d3d-595d32993e4b,d803ed4f-9744-b77d-0532-5aa8340b3d5d,32f79206-b196-b9eb-376a-3788d167289d,ccbd32e5-cdbe-864a-4d7f-cd23895722cb,0292adda-9981-6877-9efb-a08b6c811ef2,a622ae14-7476-542d-8158-f86b9fda3058,bcb8bd0d-2be8-9fd2-ffcb-532e2910c63c
GF04	FLII	SCUBE3	90	chr17	18248799	chr6	35232847	fc8b320f-61cd-4242-6909-3d8950cfa3ab,000b50cd-752a-fee1-cd39-bce9782145de,030e5ed7-3600-bf14-4900-cf1c131cdd47,05ddf783-ccc7-21f7-6278-f4da08982bd7,062d56bb-8cf9-3448-d6ed-34b6e1495d78,0646365e-6e28-3e0a-432c-5158a714c9cf,0db8147c-611a-4ff0-6a79-dd930e67df3e,0f0334b6-4df5-866f-bba6-d1ad4e864b6c,14419f77-f623-9736-96d6-a8add2dc1d4b,18da635f-f539-f100-2c68-79edaa19946a,1a4df4a0-143b-c35b-b182-d7cb7ba1a32d,1ba7bade-f6c0-7ddf-2c1f-e655f9debc72,20b49ae9-a09f-b6a7-7464-5762711339a8,22aaa373-45ad-147e-387c-7fe8d9726196,239d6cb3-460a-32bf-47bc-7a2f95a44d6c,23bc6f8e-1ca4-77d0-b19f-96a14b8dedb7,2928115c-a3b2-ac62-07c1-1c199425f780,348a2edd-217a-6283-63a3-4fede65aabbd,3506c12f-b476-9141-d024-39482403cbfb,39daece7-3df2-4ff4-64aa-70de63e0c398,3a1f7121-7dc7-91ab-a9bc-ce1163bd6fa7,3b107f98-661a-b233-d575-184561a14e14,3bfb10eb-f2a3-f29c-5ce0-2635a23d102c,404c2dc9-b964-a768-97c4-0fcf20ee8f34,42d8a624-b74b-ffdc-a96f-8cf165a119c0,471b402c-4285-b58b-49bb-4860cbb4f544,4db89833-eb9b-951c-011e-d9a5b9418a32,50f986ef-65c1-0798-9f2d-04f212d02411,545dd536-a4eb-8d4c-8227-f0f9a32ccc3a,59f6d8ad-6e46-a5d6-92ba-73988315c410,5a8f5fdd-6822-dc84-4449-96d50e2839d3,64a497bd-05d0-e98c-8fce-dda37aba03d8,66d0ac9f-c7dd-15b4-d9e0-af2ae6c6af67,6a6bd640-19d2-b6c8-9fa3-8ecdef7d417a,6aabec20-da25-8b23-326a-52d2a1d6c959,6eed1eb8-4f89-4070-cc9e-2aca45959963,79a35d58-4af3-8b73-03c1-722a85306169,7a02caf7-706d-3b14-a822-1067b5d49f51,7cef45ca-6663-10ef-fe1c-81bd5fe654d6,7e2d3fd0-dc2e-53d1-a7d5-0e010dfc7d23,8039f227-a697-b30d-9287-4ffeea275222,8364e185-6ab0-b7ae-06ea-a53c3862ab97,871c5f69-8a50-6504-8b08-4ef6f4532914,8f0f3b1d-83a0-170d-2e51-856bf6c8bdc9,915fe087-78c1-7eab-69d1-7c15fe10e4aa,9f894b09-97b0-f09c-568f-f5e224045ab2,a99e931e-7361-a831-099a-b67fec6da5da,a99fe1b1-a626-606d-5edc-e0ac9d934245,b08661d6-44df-efb6-ff2e-2d9eb40376ef,b08a8fbe-5ada-51c8-4ded-2615a88e2e4b,b1697d88-0fca-d877-a1c1-6c62528cca2a,b464f20c-a4f3-0aba-8a35-fc34d2a703e2,bcbdb964-e22e-e13c-c994-5b366c88c5c6,bf1ba4e7-c1c0-6bcb-c956-68124d339b73,bfbd0bca-aa82-c559-d3c4-4418218edd74,c0beb478-0269-030b-6f91-98c1ff06b2a8,c7ff6b12-916a-2306-7468-8b9442a95c75,ca627d29-c672-f7c2-8076-bc4e67f217da,cd2aa5e4-dd88-986b-d421-35b4771f4dc7,d0deab8a-15e6-c2d0-b816-05d0d1275957,d6418636-fc77-2b2a-7512-77dfbd55ecbb,dadcf8f8-9136-f41a-6d5a-b65a1f1a3446,e70d2ef9-f162-d73b-43f0-839b11013fe5,ea9e60ce-f59f-5f2c-491f-cd751d96b079,eea302dc-166b-3541-d637-6bf10a1d714b,ef55acd5-7ef2-9284-22b4-ec39d6237875,f0fb3081-3ebf-8383-8d38-b526fc881958,f300f03d-ae3c-54d3-bcc5-75e051a763db,f5703844-f96a-487a-957e-1d8a5efa885d,f604b837-7a44-103d-981e-4a3386114e5b,f63263d6-b879-983e-1a76-5a4ba90d2564,f655347c-3ecc-97d8-3e00-57a1be52a002,fc48ba1f-b0c6-199f-2c55-45cfacefc4bb,376d9df9-b68a-04df-0aab-79549036430d,1e08b1c7-649a-0a3a-00bd-cf5ca46a0480,76ea46ed-c799-2fa2-ceef-e172094570a7,84a0efff-b92c-8c77-8b7a-f54e139f27e8,9c5cfb95-1f3f-ad57-b2bb-d5c68ad428a2,801a9958-e1d3-1fb9-55d4-c8fcbc7f5158,b2bc50da-dcdb-e3d3-0c9b-f4a661a0e6ca,d22b98d2-698e-cd92-1d16-47568233d5d5,3d2def31-7dcb-98c1-cde7-3005425cde15,c64fc69c-1184-b25b-ca30-9b2f41b86f3d,90dafafa-af45-cd1a-d8f7-c20108171451,c8e80e93-e913-b0f3-73a1-8a3568ddca8a,473a48d6-68ad-6354-0ce2-d03c5e4c25e6
GF05	FLII	SCUBE3	2	chr17	18248800	chr6	35217764	211ca7da-6aae-886f-4852-849a96e194bf,0e9c2979-b353-7b1f-e187-804bdebce5b4
GF06	WNT3A	RHOV	92	chr1	228022663	chr15	40873681	faf33a7b-e895-f01b-15d6-aba96f9963f9,0333d1cc-2634-b854-a124-da7463755bdb,056694ce-82c8-59d0-e394-b2b308a1fd88,05cdef2b-51f3-1c7d-a268-54ad1f429b95,06db0329-970b-206e-f6e9-41cfdf32bc0f,07e59f8c-3dbb-9b6b-fa4d-1f1cff7b7095,08502b4a-d25c-0812-68db-edaa01089da2,09b0c92a-9b1a-57c9-a5dd-e30ae332af61,09cf2e1f-a237-1c6e-9d0a-de3fbb8c2261,0ce9353f-a57a-3450-8b8f-8250dcf82cc3,101e7b74-5b97-fd76-3169-17d13b1e7500,196124ea-26eb-e0d3-78fc-d65c64a2248c,1dc018ca-bb4c-a04c-5894-889ad59af04f,25cc8105-fe2c-e807-00d6-28aaaca1a0f4,28289acf-357e-5c11-fe9d-668aae4d0e5e,289743eb-a295-7ea7-2cdb-dd4c3e20e71a,2af2e609-4f5c-4d06-6453-9c0962b9a45e,2b7ff03c-c0bf-6adc-086b-52ecb2373a76,2d0d3d99-830e-bf2e-dbdb-282d412e92b3,2e343daa-92d0-3877-c3cf-bfc0283ccb6d,30e99785-2e5d-102b-607e-7607b3b553b4,31164063-7793-f4f4-0b7c-04b0cd4977ca,34b3a7e3-55ac-94e9-9e8f-27217e3ee515,3914d6ee-82cf-431b-9e39-cbe50bf43fda,3923dd95-e081-d697-f1b7-8c60a948f7d8,3c873a24-83ee-d543-a678-fcb71066aac9,3d3e705a-c224-9e94-56c1-568e2026b5d0,45524b85-6975-d394-31ea-3599ec9f23c4,484aefca-7786-c941-3b79-acb0940d09a4,4d8371e0-bf10-9187-dbc3-cc844d594a35,4f6f9473-e8a9-4733-0809-38fed17cda2d,4f93e5c7-a1db-48c0-2f7f-c2f83e347512,5164879f-4b89-6ce5-727e-22426b995a64,56f35458-abc0-d261-e4a5-f6636fa13761,58b2ed43-e3e5-5e72-2032-cf243ac8dc91,58ea7f03-be45-9580-51cf-b8669c8327af,5a7ff4af-8ea4-1447-8d8a-60f92090f342,61d65638-3303-9bb2-9e11-7d3be6fb22cf,62001084-8144-a9e8-43a8-8c74e7d38aef,6bab31d6-3cd3-c895-b7b2-2b13a5b03e76,6dbaf766-4d90-be14-e40e-1e921d5fb80e,6e9797c5-52cd-f5b6-7d19-adfa1300130a,6f88850b-9294-c238-904f-183bd51c90d7,71f8acb1-5db8-2be6-a2b6-a846b1dce617,75c98f6c-4bbd-9c5c-47a6-f3be0e35b3e5,77abd6b2-d77d-05d4-99c1-f03f70463873,798848b3-f257-9a92-dadd-77e3df561aa8,814d2071-b8da-c922-4680-23b72ef5f907,8aea2a75-898e-d22b-6014-34a342c582de,8b44bd22-0e59-7874-5251-c559b8af0df1,8c14fa1e-d8d3-ac07-9dae-99c1a9a971e5,8c201569-f2e2-0d6e-98dc-696c3595f56e,8eda672c-95c9-090e-246d-cd5d8cd595b3,99773998-485c-8bd5-05be-9a8565fd8863,9ad7b994-1613-5390-4256-53d3085f128f,9e7c6057-2fba-1f80-c9d7-0c6bd5d3a939,af52f696-851c-fce4-ede4-5e43ada1321d,b07f8449-dafc-1795-8a53-e597d5301e4a,b674b1f5-0973-8859-8ad9-30da4652403b,bae5f75d-0b68-f1b5-1e3d-1e14ae55f36b,bc92ce8e-96d2-6783-ebd2-31cb12807bb9,c9d24bc6-c124-06ca-be44-ac6bd1eb7f2f,cfdc2115-a307-8635-1ce8-1b5e8c9f14cd,d412b7b2-c8e6-2b21-a7b9-50bc1130cd5a,d58673d5-b9c2-c0fb-0189-20daeb8c4345,d90bbefc-470c-8bdf-68bc-53b48e58ab2d,d98c6466-3b8b-883c-8a32-222344bfb928,dbe1d400-cd6c-e22e-9df6-e9a9aa5e7e4f,dce41280-f272-eb01-5b15-6c91b192b03c,e1218d4b-2a7e-6870-2b9f-e0ca005cf655,e34ade9e-bc49-0adb-a5a8-4d92ad3522f9,e45488b9-2e43-3bc7-d3d8-363ec9c98e84,e733ec55-2181-0fb0-c5a4-aeea15ead8b6,e9cd5ca5-a166-11ab-fa2e-87f16aeee45d,ed3c8758-2910-ca50-86c7-9e6ce0b8eb19,f0934d5a-1992-3bc3-3c21-1b8e2fcf99a2,f2911089-4f78-1b11-15eb-bd2c6cb5641e,f44689d0-f960-85bc-2e63-a720ca762bde,facc86db-c2a4-7607-2041-0aa39da4267e,000ce4c0-640f-6e1a-4f3e-c2cc09bbd907,aa807a9f-9bb3-e917-0608-605cf4c401c6,b0a3d84a-ad24-5487-77a2-e61c7a9e8b33,48e2c570-b768-74ba-bc7f-5c95d028ffe9
GF07	WNT3A	RHOV	1	chr1	228050811	chr15	40873683	9a7abeb0-8230-03cf-aef8-32e6bd3d4177
GF08	HMX3	FAM181A	46	chr10	123136451	chr14	93928196	fffdd80e-fda9-fcac-b5e1-acb13b038e6e,001d74dc-5e23-8a69-78cd-6345510f4d1b,020e8439-684b-00f7-1380-2da15764d80f,02b3cff0-c6bb-3ac0-10c1-a1ca8ede6aa2,0dff42be-e9cc-0d94-4ad8-5257d5edd1a4,26a9dce8-b6fe-96e8-ac87-31d7d3fc6169,288eb593-d14f-fc0a-541a-b198ee7eafd4,2b1e11f3-aad7-9fd7-6492-b4976b550161,2b886fee-24eb-87f8-fa7e-30b70296e6e8,386e27fe-e5df-22b5-8b83-76cf1f86374f,39eb166f-4a6e-4043-d5e8-3537287daee8,3f5b63ec-f565-9317-14fb-055771cd2761,40ec1e91-7310-e846-1189-1edee7353eba,4827f7dc-e360-e9c2-c669-499a84d1b81e,4e9bd5c0-b4af-568b-778b-335f05e506c6,517ba21c-3333-505b-b621-4dc2344e127c,544f304b-3e9f-228d-5886-79e24c982f58,5ec86354-16e5-912a-d7ec-69740b09bd89,5f7b2543-fed2-fa14-9696-1e2c7de4e1b1,69bcbae5-a7cb-39d9-f8f6-9dc43d0e5916,6c1469f8-7f77-4ce3-5533-327fd1b98267,81edeb66-30e4-02e6-82e0-58d64649bd75,81f3b6a4-7f82-8799-ab33-ea0caf7b0673,8c306da0-a5cd-83da-1d89-5303d5c9f3ef,8c68e5c1-acc5-8f51-9569-c723cab3bfa3,98062258-4584-1031-93a0-555fbd98694b,9c8f5245-1b76-e28f-a6c0-4adbfd677983,9efb542a-ac6b-7cda-0b87-2066c47987a2,b74941c8-a1fb-6e39-9ce3-47bbfe3da865,bb1965d5-4b4e-5ac9-a6ec-5a866d3c15b2,beb1e952-a3ee-4367-41d2-978d09befa58,c2f74dc7-9ba2-015f-c11e-46849649b6f5,cbb3cbe5-f972-b774-3e06-5013a5febc80,d8c413d4-e1c4-a282-b90d-a2bb69edb9ba,dc165294-292d-fb60-95e6-13a6d09911c3,f15a2b57-2745-5d4c-7f02-265f734aca49,f33a4724-050b-ea00-dd68-c7eb597ffff8,f6630d19-9a1d-a32e-f224-ee928e6d42fb,f9d8c2a5-4e24-5ab6-b376-5e6eb4c66795,df0ea274-cb91-a938-7643-6630e77476f3,60c4e3cf-ea84-754f-7fb8-c0e8d567c5a4,a1c36c15-fedb-7608-5202-bba19b72b849,b83ad7fd-3145-d7c2-3970-7c47c599ad92,6f92e297-9f9c-3951-bb1e-7a50d1eae73c
GF09	NUDT21	MTBP	63	chr16	56447788	chr8	120538968	ff17f06a-68b7-f7c8-8596-8c4b06b98890,0b183f3e-f515-cbb7-2b93-3775bfd1c278,11b254a6-13dd-7fbb-4cd4-90fbe58c1511,1313f802-f3ff-6391-dd85-55a26ccd561c,4e3bca8a-829a-4afc-91e6-701cb552ed94,5fd50b1e-ebf5-cf13-7c7c-2ce2ac6d23cb,94d24c37-ca5f-fc17-743b-3bee5dc07de4,b0c28474-75cf-0e43-0cf1-6868edb62ccf,d960438a-6b15-6328-8567-b5610af2be41,e54737c8-94c9-bacf-e425-a0bf13f73deb,f3e530f8-48db-2a7e-9827-606137d01a09,002d5a86-9f0b-87da-0c50-6caf3cb83037,0256cad8-396e-fcb4-e62c-683ee5faa6d5,02bfca32-f75b-7fba-a1e3-eb8a4768d56f,030b890f-403d-001a-8ae7-716cf51e2d4f,050f077b-562c-c238-6093-31dd2c3e5ced,0f9d98e9-24f0-43ed-8ebc-2448265f9c25,0fc78300-b127-77a9-74e3-551eed9bfaf7,186d78ce-267b-1624-b4e6-bd74993a7d04,1a74b1e3-d20b-8299-3abe-68eb01795f5e,269f8b11-93bb-e24a-2697-f5efb1d1f909,2bf20a7e-0493-e036-f15c-4dc1b76801ea,2e27372e-a6ec-d651-88b0-dda445bd3624,369feb01-90af-979c-9244-4f5a23fd2374,3bad1505-b08f-ba7f-7fe2-71e8566456fe,4607f7d8-1013-61a1-c27d-5e9fe86451b2,49919b37-b253-c40c-1477-5fa2d794bf8e,511cde37-2acf-16bb-3b95-5cffc46a6d7a,520a5a23-1afa-eb4c-cc27-aacd9ab0725b,532e5164-4092-d4cc-809f-b205af250f3e,54d14bf5-f1f2-4940-3eb8-61b92b6995c2,56e88f20-bdf9-1e43-7048-0471c1612691,58f317f2-6a17-fbd0-894f-3e046ce93846,5e1de327-f845-2fd0-af58-7d20045d25df,5edfc35a-6128-4f21-96f2-7d9f2ab91222,6a6773de-e473-6a3e-3c9c-c3167d087a68,7caa847a-2a75-7af6-0e33-bbc188485efd,859a348e-9a5d-f8f5-beb2-e29083c6b98b,970415a2-b946-7046-a447-d60e72b483b1,99dcf299-e2bb-914d-1072-1734677a5e9b,aba342c1-362f-7bf9-03b3-d9aa4ec9e0c4,b051e46b-fc34-fa0d-e3e3-069c6dd7fe05,b225dcbe-332c-b00f-796b-0a5fae3b4a7b,b3189121-27c1-3489-7841-e458b68c7ba3,b887f2b8-d774-574f-3d9a-9d023dd23e3f,c06f3806-75ee-7e40-7ede-17a6bbd5500e,c0d34647-e32b-a280-6948-a071fbc04684,c32bfea8-7de7-8ab6-bc4e-09fcf7a477d4,c91a531f-65b5-d9e3-11b6-240952509847,e3510ca3-0707-9112-4cfb-3d9d8e8dffd4,e78ff313-0ba7-e2d8-4532-8cb6eb6e65ff,eb2df754-c1df-6745-eb25-20aaa11d8a89,eba104a9-bc72-ec10-dbe2-215967aaa5c6,ed6f68b5-0aa6-3ee4-fbf4-c55ba3295f98,28a19f9c-3552-6db1-a957-e65331a5ee9b,84b5763c-cb3d-e50d-3023-83b81d46ff97,a89f3a99-ee89-0708-301b-f9b31af480c6,f1f024f1-a24d-4895-da7f-066ac014b54f,c3945953-2fa6-b467-8ad7-b616b5079732,25bad5fb-db78-e612-c00a-ac197b7860f4,732deab0-f7e0-5b6d-5d47-e6a74e4ca567,64c0256e-6ca3-f5e1-3f1b-a304402b1e90,7db876f2-74d6-61f5-3eb2-c457a2c7f624
GF010	PAMR1	RABL2A	20	chr11	35492168	chr2	113632945	d7772373-7cf1-6a15-0286-ffac2c5744a3,149db3e7-05e1-fefe-1b8b-7a0f97341de3,216f1331-df6f-fff5-f52e-8a759e05e015,21bd19f5-5803-9e2f-479b-5f0234f30ecc,32777413-f548-fae0-90ba-3945bbffe7ff,42f344ef-cb44-e7f8-8ef9-568556fa1af4,50511cf5-308d-768e-9cd5-a7e6360baa31,6351e635-06c5-5600-dbaf-fef135088853,b30750aa-bf79-e7ce-e060-b61e16d944d3,b4d99afc-deac-24c4-3ebd-11e94789f2f4,c95ba331-5008-b5f4-30f2-93938eba571d,d0f9f947-d39d-33f8-565c-a410721c6dd4,003081aa-cade-cb91-5fe7-1c9341c9cd8a,afb46f94-cc42-cc1d-633b-4a68145fe3a6
GF012	LRRC66	LEPROTL1	39	chr4	51997749	chr8	30137277	fda1d945-16aa-7406-1b6a-4dc44b385718,003199bb-8adc-1ba0-7e73-33bae38c8f58,03af9ac3-5ef1-39c8-4a97-24acbe0035a2,041a70ee-e10a-6aab-5aa8-7b50afe9352c,0eb929ac-9565-f3c7-851e-bb6a03732c4f,11d98872-8a19-aad4-bc4d-1fe670a1f4ee,1233442e-10bd-f05d-eb22-5122175c3174,197bb26e-663c-7bc2-abf0-e3d9cd5664c4,1e8e01cd-98f0-2297-0fae-95d2d33a4fc1,4decfd8e-0ba8-de24-8379-0b0d9f7b5f22,55583615-7912-9b6c-7f29-c493db7caabe,5c421d65-c8a2-93d4-5329-042ddc5639da,5d001ac1-4751-3777-6ec6-0f595a12a704,63f1a792-324b-84f6-ad61-e5e5bdf7f975,675ca07f-33a7-f82c-ba00-b6f1afc87822,6ea4f221-123e-fe30-2d28-9706cb77cc38,8028f4d5-8fc9-7a5f-c371-bafafcea4103,9550aa1f-87f6-eb56-da42-72c2a596914c,9960dc36-15b7-a4a3-1110-8c3711746ef4,99d72994-a722-2844-d23c-a2264447c542,9cb40207-8c8a-a855-dd68-1b1821c1d96f,ac10a462-48e2-73c5-ba2a-dbf97cf80561,b6df1b96-22a2-edaa-bd91-139edaad1bdc,c547c89f-35f5-bd58-995d-7e1201b3ac36,c5b40d8c-a05a-b4c8-8e0e-0289ad2d09aa,ce8aa4d6-12cc-8cf2-cc3c-28c4162df40b,e0c7ba15-5769-90ca-6787-08a79519b2b3,fb53be21-e374-558f-8fb4-d143369cd505,11da42de-2f91-97f9-ad71-d38acf48adc0,5e83268e-cb88-4f17-a666-d232669030fe,6986adc0-77c0-60f5-a8d1-5c57a9ea56b5,82b322a1-d506-0357-0992-22ca1263ed74,c3ad1f03-d90d-c466-b8b9-8c72910c8e57,e60cff62-1327-2b1f-63e7-ecb2cbdad580,abb58351-8ff6-9936-5233-066b7205dcf7
