ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	KRT6C	SPAG1	44	chr12	52471419	chr8	100225172	fc70fed4-7a8e-2210-86dd-25f622d50c39,02981a3e-9409-ecd9-d422-13e9c8a07c7a,0b1e7a67-ef5c-7918-0c83-9685932e90c6,12228d0c-a342-fb34-759f-d5e5d35cce43,1669aa63-fc2b-d78f-3285-229a77193f6e,1af5d1bd-6b70-672c-ba8a-8e23b25f1d3e,1dd9da44-c8ad-163a-4d82-3ebba4d7250d,20aeb9d1-59fb-b77d-dc55-7fe4de098884,27b00c26-e2a3-c195-e293-7d9cd08c3e1e,2fd29fcf-622b-fa6e-0a28-3dbe53d48477,3187001f-5e89-266c-173b-505df4cb0cb7,333b001b-7bbb-cbe7-3da1-195c79dbbc74,33f27d62-c38d-bfc3-fc61-9050f47c1759,36f3443b-bba1-0b60-b43e-736d606f6703,38038f59-38d5-597d-5e6a-71e1026f8da8,3c8a87d8-f856-be9d-9787-c50eae537c05,4052c6d9-d849-c53f-230a-9ed7b09f9293,44439416-ff89-c573-4668-7331040d4341,44de8401-5060-1482-2ad2-fcf74e42809d,4eac93c2-58c2-14aa-f86f-e4ef771f4e48,58bd72d6-94b4-742c-582d-a908ea80e190,609eab59-a481-0f61-2684-8ec07c7101ca,62ae75dc-4c8c-89bf-2347-f9e29d9e0ab6,65a0ea1f-aec2-3e12-6ee3-a426c0525bc8,662a687d-0a3a-bedb-532a-ddd85e7a2103,71549adf-8be2-50f7-2e30-e57425c7baa5,71c1c89f-7a54-0c40-5901-af32cf1a6ca1,741c9bb1-6af8-2260-0025-c1da9a63c84b,8a363899-47fa-8cb1-06ec-9b00ffac975b,8f80a99d-be3e-c14f-e89e-d7951393c7e9,936a6ab1-9c99-c5e1-44ee-c7c32f375dfa,97f2645a-a76c-fcd3-616b-e89203d065de,9d93eb5c-2ca1-8516-b9e7-fb6097c6e4af,9db3dcb1-a646-e464-434f-4c97ae9b9124,a60c6550-6701-564f-c629-58be8d89a26a,b097b718-b14d-782c-710a-c0d13a82377b,b18d2299-d24d-6227-8f40-a765190d31b6,bd9cb995-1700-9bb2-5ce8-27776c840b5e,bef7c46e-16cd-5030-6407-f7622a899f03,ed1dd481-19e8-f705-f0ca-daa98f28123a,fbc6c67f-007c-119d-f3d0-12deef5e020c
GF03	CCRL2	GRPR	41	chr3	46408064	chrX	16150656	fbf96418-27d3-c2c7-1ccb-4417078f148a,0011ceeb-0486-1a77-8ce9-096e5b75abad,0beac359-1cd0-fed0-d6f3-2655be59b809,1bd5fd44-fd6d-6d62-dc43-b11a97080f55,257d4d47-613a-2033-3cd4-49a012cb9874,2fa3bc0f-7ffc-1725-3646-03d57371b009,33cab628-d618-e8ae-beee-6b1b30594640,3542176b-2c00-c6a6-e1be-a62871253f14,361190a2-e803-afd6-5565-0b70ee58565c,38b185a5-09bd-43fd-eff3-6e5987a2b9cc,4292a763-7725-12e7-f622-62a73a5730bb,49a0dbdf-09d1-bce6-4a69-b610a5f70671,4b9ac0ac-2cda-173e-bbab-d5eb9263953b,5126b921-77b8-9ede-6806-73eccd379f19,5ed4b180-c0b5-eac8-a9bb-157d7953692b,6770ac67-9382-83cc-8d48-323dffdefa16,6a89e6c1-1116-6c64-d1e6-af8bfb983d14,74b95da8-d768-bbc3-b79b-4437e546bd2e,7b84354a-ac1e-5a26-01e9-0cf0ef79401e,84de6b50-dfe2-8a11-f7ef-22fbe8171168,8b0b9729-047c-73fe-fa51-912edfa0b4c9,8d6fd819-7891-6593-1bba-a2984acd8e67,8e2666f1-6b8a-352f-e53b-7cd844473016,9316378d-f581-fd07-ea5e-3275368d5aa9,981ffe20-64bc-361d-bb9d-3b4ad7d0d090,982fa17a-5e90-25d8-f724-a66c44c362bb,9a325e26-bfbf-09ff-bda5-83093ed94691,9ae88e41-ef0d-90e8-8b50-6307b9a487d3,a5863797-b2e9-0ba3-e725-38be00662cc9,aafcd770-08dd-bed3-23e7-fdfbd5d60d88,ab58adba-9933-205f-e64b-b603c9b07ebc,b0d3cd1b-cce2-a282-f573-d0c1bee8f889,b7080b98-3a44-61e2-7797-e1e14ae090e8,bbb6cc79-abd9-021f-28a6-565bb2e06375,c1ed85c5-3d47-d574-8233-b719b13ca5cd,ca8852a6-2195-6f67-680a-8c6b51fee5c4,d1f0f193-9c17-a702-c5d1-6b6ac2506138,d66bedcd-452c-934a-ba53-a5f30ce3cb8a,dba1b340-4d89-4941-e4e0-493126f0e332,e2a3bdc7-e07c-a9bb-d1ba-67883212731e,ea6a323f-186e-a2c0-eaa7-74a347631298
GF04	MFSD7	TEX28P1	25	chr4	685910	chrX	154197445	f3b5753c-d6c6-e010-fcc0-f41235c86620,00157089-6f35-9def-79a5-7a048a6e019d,17529db5-97ae-1666-b071-9c72a7aaac8a,1a10083b-a469-8b52-e09f-f849d393d351,32e40969-8093-05da-47bc-ff77e39a04c8,3766c251-a831-eb4e-1033-2db01af07469,4233924d-54f7-57e7-54fa-a2c921c04f3a,5105573b-f4ad-9765-ee52-7f10fcafa2f6,59a4ad60-efa7-6785-5437-7730dafffbc4,78902e59-7ec6-00da-684c-411297705cc3,8e002683-4e0d-e1fd-5567-80faab01c7ad,96910b11-e7e5-11ab-b870-5c3131b2449b,a185647a-63a5-221b-3e2e-bae1115c584e,a4b73154-9ead-1bb8-d1a9-36c4177bbb24,ab2aa8cd-7c72-6f13-5d51-8c5c40f4e094,adfa413f-96ed-d772-3834-edbc6113be37,bb5ae699-4600-e731-16bf-6c1d026f360f,c4b3f3b8-b8b6-b0c7-dda1-7fb4bac0501b,d046fc5f-3e29-a986-0df8-9cff8695219e,d65d69a2-a04c-575e-136f-06e6c4ccfd32
GF05	VSNL1	AC013269.3	19	chr2	17655198	chr2	130521860	f753cf73-48e0-fbe7-3bc5-732a101d5948,001e4fe1-d2e8-d33f-9e43-fa483bd8cc60,1ee39ce4-2ce7-3183-fd31-4728674b85f6,23dac4dd-1aa3-382a-7987-772ef7e37469,291ad0f7-3966-5a9e-f861-be864c055f99,2c371ecb-830f-cc3f-3983-f0375b2da76d,2d116bc5-2343-9b12-9aeb-ddb4b8599a6d,5681ae15-8adc-e49b-832e-2b73b6b8c286,57e443d3-f626-f9c6-24a1-814557667a28,5d0a28a9-d328-5e5f-5de7-bff0d1664a9d,7d29d95c-5197-b9f5-dad1-6cd19c99a9d1,939703d3-e560-fde6-d513-654ad817a361,96717b63-60e2-5eaa-c807-2ce702feb045,9dccf658-185e-82fb-41e0-f18a0c8b4dfc,bfd40333-a12d-eddd-27f9-427f924ff238,ca965030-bd22-0725-c926-9af14069a334,cffae814-cd96-9a84-3c6f-2445eaf85e62,d895f35c-235b-4780-c758-5f521e6e9778,ebe5369f-f4c2-17a7-f5ba-50e3db8ab81f
GF06	RPA2	HMCES	32	chr1	27894108	chr3	129298535	f7072d93-e1f4-af39-8312-bcccdf0c9b97,01a45674-d740-3381-2b0e-92edcc4a83e4,0d8ad562-f749-ee44-e848-6442c32edba5,16f1a220-1b62-8bc8-3eb1-4fd732f3d661,1b8c178c-c6c2-a166-fff7-7940827c957c,1e7cb519-f9d0-1721-aed6-58fd31dcb0d3,286a8a9c-f7d9-d6a9-f727-8dc781f18281,46cb9cf8-45c5-5129-e66d-a3071029b0f9,4840eac8-fe8c-54ca-8b0e-a4b4424c8b06,512496a2-217f-bf3d-006f-ad7a22de2ac9,531cd34f-7fec-5358-f504-04b58f3465b3,575bf9be-7df6-45da-a88e-e78c9d8d19a2,6704122b-a679-d6e8-2967-96ece4adb597,7c43076c-81e9-0a7f-6d89-255e268d50e5,98826fb4-07c5-705f-ec18-8a59ae23450b,9b13c94d-940a-2124-fce7-9f14fcc72ab0,b919675b-861a-1007-ff6b-5b07d385df16,be3b5c02-145a-071c-efa2-945072839dc2,c15a367b-fae4-bbff-0c19-5a5cb9f180f5,d69fe26d-13b7-22fd-abd1-5f631115c3c0,f57dbcd5-b146-c148-22d1-6cb2a82d193f,f5e5bba4-7d02-f933-b846-bf8b9a4e02d0
GF07	UBA3	RP11-779O18.3	33	chr3	69056818	chr5	172770160	d4fcf6d9-7937-4a4e-9c8c-40356e6387fb,001eee42-78a3-549d-556f-01a9bcfd864e,07db1571-e670-077d-bded-48c3050dbb39,10698df9-505a-2561-ad3a-e94b1fba061a,276c82ee-22fc-58e5-d625-fa1c31cab25a,37f01d7e-37b1-267a-f740-b317d23e641e,5346a5cd-7ff3-6b33-7540-1cdcaef83feb,57fd99ed-5297-92c8-ef75-8e1a82f7dddb,62caf47c-6ea3-e231-d826-3954a0377d72,69fdf026-4346-ca0a-9f67-fd563d3f6531,703bcbe5-3779-08a6-d22b-7eb3a14fc9e6,78ae3fd3-1590-a0c6-9ae1-30e40acce700,7f34f1b6-d6e2-a336-3b35-17954012bc04,85df2e7d-8d09-f674-6bea-64b21d90dfa3,99be6979-e4d0-3b36-3f64-5649e8c5b87b,a8f6d266-1370-c1fd-350f-c5f60f56d62f,ad3e3e19-e19a-462c-67a5-892d896dfcd4,be78e26b-ead3-bcde-64d1-b561b0808609,c7908341-ffd2-6c48-18d6-903f18af0939
GF08	RP11-337C18.10	SENP5	67	chr1	147215943	chr3	196927879	f78a0f1d-1b6e-5fb8-0808-d6c79c514fb4,002fb64c-04a4-288c-82ba-ec60fde4abed,019cf6ba-84c2-8acc-6350-5142063e4ac6,04a80e4c-a5e0-1b47-ab48-7bc22ed14c19,075cd4f8-615e-5df7-cee3-3c7b7cb93880,0bc8caba-fc64-360c-cd6d-1f80cd15dc82,0e83d3e7-747b-d6a5-9222-480783bc032e,0fe20d30-6883-fd0d-ae1e-4a988a457448,1f30397e-dd68-7ca0-186f-78a2f50263b7,21571ae9-f33e-da43-6cdb-185a0bdd0f8c,24a6ff01-9368-b27d-21ff-5624711bbe47,2e607b86-9736-590a-4120-90a76c531481,3cd11596-0f1b-0b85-4fb7-62c6db065be0,3e17b8b2-fad0-792b-e5c3-d614bdd0e6c9,3ec2eb25-24c4-d247-f91e-4ff0055b35e4,415fc9e8-c01f-2d08-62b2-11edeb063b53,4b674d84-ee3d-7886-3460-71147f130446,4d8dceaa-5c9b-7c27-1af5-ceac0698dfa0,512a22a6-e726-fb95-55a9-597760395302,52c96ceb-f62f-5f76-5917-7a6c6b9a471a,54eebdd0-5ec2-1bc4-88e9-7dac974f1947,57d41a74-fd46-845f-5c9e-69852f27201f,5c9794eb-aab8-3b22-6029-4fd069c807bf,6532689c-d14f-9fba-b261-76b1d93fbe12,65c88993-327a-e2d5-43c5-67996c84ee28,65fe75ad-9c20-c09d-51ad-1dd1876a71d2,6a9c363a-b1eb-b1fa-4977-d890aa5fc625,6d12a93c-2bce-17d0-8de2-fce8cb1b9030,6ec7e99e-730c-0a31-76cc-e9593d77b352,6fd4c416-0bed-5097-c8ed-df98b9809b90,74972fb7-1f83-ec90-b95a-cfa9997fb1a4,77e997a3-4421-bc6f-8bf7-d460e53f98a0,8728c6c9-6179-0610-5abc-26833cdf1c32,886a676e-71b4-4cdd-d70e-a21de3ff4878,90fe6c8a-7b97-5582-3a48-52879b75accb,9455528e-3809-f87a-d3ab-63757954379d,9661ff3e-89c5-c5b0-d853-5054765630af,a0330236-6887-a7e7-fc9a-aae034dcdaac,a52055a1-c7d4-1b8b-31b4-5168fd98c670,aa238d01-8b3c-b331-b641-2095fb7c9e2a,acd2eaf5-6f89-f001-33f1-40b4520bcd43,ad7a7c17-1bda-888a-cc2c-87c62f09df50,af354441-4f84-da5d-a4b8-9fb2db2b6c95,b5029f3d-7638-8549-496d-7babde428266,b74082ae-7f60-d4dc-cf59-c7aa3068e21f,b86fc04d-530f-7e69-2fe3-d4c6453b2425,b87d2a9c-473c-eec4-9692-d674753a361d,b91c0604-5b74-0439-ae90-e2df3ae05e73,bb7d0208-4f90-5c48-c6c2-b20213144e4a,bf4dbe5b-d913-99b4-4366-ab1e5a5a4d5c,bfc1453a-30a8-ae48-271f-bfc98394f4a7,c81e21c1-a906-2d50-d312-23a15d77bf7e,cd653a87-5b1c-1ea0-f869-ab049f224ea7,d1d4ac1e-923a-9e93-24cf-3564e673f291,d3362445-58b7-9257-3aa8-c3b69294f576,ed3b9aa5-98f0-1c4c-d6a6-9508fa5cb1e3
GF011	FAM179A	SUV39H1	43	chr2	29024134	chrX	48706628	ff02bcfb-4a73-5d0a-5390-6dd75ddc4b05,00375648-1446-cbc8-9879-2600b97b0e7f,1dbe366f-c540-f297-05a5-fc5422895533,201324e5-a72f-a353-bbd6-b6c1d955f099,3b12fff8-ec7f-b601-9ef4-8537fec14de2,3b78a5c0-de63-3dea-84bf-d9c08f32b048,423bf0b7-a5cb-0175-7b0e-ae17479bcc77,44dc06ca-5e9f-f3d3-1938-9e1abfed8358,48758fea-5535-78fb-c694-dcce83757368,4a1f0813-c804-34b0-fe51-6f0ff9128d21,53ffaa09-3c0b-69c0-3225-45d6cb8a85ec,5b7f1ffe-ce70-e891-f6ba-f89d332db9ff,6ab5e277-0c94-a5a8-ec6d-d90925acecc6,6c7b520e-cae5-7bd2-5a57-c1642ec01807,87ef8e14-3bad-fce0-7eca-2870266679c9,904999df-9b66-4227-e211-49aa430dcf01,9054eacf-a843-8a2e-7f64-06b57e05f43f,97d548dc-f603-d62a-0202-a14e0347be61,98052639-4398-e604-f788-3b4ef5a250d1,a55a0a9b-7a32-3281-7272-417a4be80724,a8e94665-2a44-3319-cf9c-c236a0b50ad4,b1796c4b-f41b-f36b-3b47-916a72187daa,b7c9d915-eab0-d129-2d71-e622e1e4f790,bdc8ecc4-50a9-54e1-f89b-b6953fa62478,c11d2127-d822-3544-6977-ac49d41c0f56,c4cab05c-8341-0e12-fc07-6f354c23eda3,cb15ba03-6924-64be-1d3b-6c39e47df737,d020f781-2a69-b765-baf1-d0937f437f51,d7544264-0f87-fae6-83bf-ebcd4f90e5e4,d77f8ee1-426c-e20b-d982-4b6d81404740,d7d2af62-286d-e8ce-e2fd-0092c62df619,d87a46e4-1045-7b73-6c6f-5aec166386f1,d9d438a7-87f1-6333-ea4a-555600494c04,db32f637-2b83-153b-04a7-de4aa3010d42,ea41941f-84c9-bb3a-5f56-bb7a387678ae,eab76fc4-eedb-2d67-f40f-d1c6310c8ba3,f0c16adf-9102-de2a-7691-9d9e41ae6fd5,f6b9ab6f-d09f-186f-90a0-2af9e08a2433
GF013	AREL1	COL4A5	45	chr14	74712929	chrX	108687480	f3f38df9-1b44-a5a2-11d8-cd589cb376ec,003798c1-5013-d521-8e5e-04437998cb0d,00bb85ed-159c-1a81-fe17-8bb8bb3f4b08,013bf0af-83f4-1993-8a2b-7ad8bc70f80d,062f7a47-4b28-3123-b1f9-1da7bdb037c2,076cd5d7-87b3-fac6-5f46-23c457baae3e,0f273ca6-5f5e-09c5-ed48-c6d1cd513bfa,22591aff-5b84-abc1-0d38-a318c67d97a4,229a8928-429d-fb79-6918-de63bb71c955,27f92cc3-c0f4-07fd-ef09-f7537996c1bb,2bb6207f-23ab-5223-49a2-a5695689263f,2d5560d2-8c85-2977-4dd1-b2c630af9d6a,31edf807-3eaf-3d83-1753-3a5abdfb62ad,3d0ef236-7ccc-8475-92dc-69cf481f7ce2,40730ed1-d1d1-7bb2-e016-8a0b4b22328c,4e8e4c0e-8a15-d093-ee75-3e46d4156b9c,52854690-ea35-a6b5-c807-501c43264924,5d949d79-7f24-af16-7124-9f7ee907f87f,5f788845-803b-fa13-e679-51c1df7bd125,6153c03c-cfbd-75bb-579e-d00433d72a31,61e4257e-0bb1-9034-c322-dd05f1d61e1a,68599d1c-884f-ca0f-4759-866ab5c01411,6ab0cb56-e202-9be2-f36e-27387ce7a8e5,6ee41faa-7c9f-5463-2081-11d2865e51f2,7f56c5bf-661f-14cb-e47e-34c4a1e9bd46,810c9951-6f89-94de-e9a8-3a95c525bb4c,8136d56a-875c-0038-a51e-96d7182e752e,86c2ae31-4842-7d9e-a55d-0a1402806c96,88634d1e-cb31-9687-80d0-7e3d55dd515c,8959fa35-087f-2e5a-ff99-4146e9cf16ce,89e45350-eec4-a768-4275-82fd5880e560,8e367bfa-d12f-1eb7-2e07-68b6a13d8a4e,8fed19ee-18a7-0bc9-9257-7c96a173fc90,9719bba1-02a5-0ef5-d9ce-0c3ef7a76582,994c6fa4-2e25-33c5-e280-70a4e0d6ea33,a46fd861-3b00-ea77-bfda-cd02851a0d43,a4a2d8de-3f8c-21d5-00dc-4b21e531e665,b1c91320-a3c5-1072-a0eb-a0384aeab5d0,bcef12ba-9874-5248-44a7-f8782326a341,c359afad-c43f-d5de-cc67-00f683714c60,c4123983-56d6-866d-30bb-b4a0edc8431e,c6c3f5ee-a135-7724-adfd-287092b7167e,d4255fb9-f4d0-7c84-012b-cf7c645416be,dceb0cc1-2f4a-247b-804c-581ff29314ad,f0c1818f-bdd8-3388-3ed7-05a0ca3914ed
GF014	C17orf51	TIFA	82	chr17	21546703	chr4	112278441	fb05cede-82fd-3c8a-f63f-25316039fba5,00580f78-991b-76ef-f28f-21eab75e0671,0207009c-def4-5313-1071-f2680bcabfb6,04101737-c9fa-ffa9-e4c3-4a9c52b8ac5d,06f8c0f5-7437-0d70-c41b-bc2ae494906e,09952b2a-1a2d-e1e4-87a1-95edcf68dc43,0d5112e4-3317-f309-3326-7c400cbf0ccf,11050381-9301-58fc-f7ec-b3295e30575b,1fe95ccd-91cd-70b8-dc75-49baf6cd42b3,277393e6-57d6-5b50-254b-3389cfdb66d4,2a2a0dfb-a13e-a4c6-5b5f-e84fbd3e7ace,2b3ff40e-7c44-ee32-add3-5d9bbab43775,2c738919-7e9a-c8dd-188c-b84ac9dac61e,31237803-bd1a-32fa-ec56-bced25a1d97c,32fab584-1c3e-1bb7-32fc-16bcafd033d4,35c02b7a-bc32-0f5e-074f-32b250359723,396b4988-f8c0-eb53-a76c-21fe7b797027,3ddcd26d-1b9c-8edf-bdc4-419ec6835aa5,3e66b8a0-e02e-7b8f-988f-db4c388dffcb,4a8a415c-9f56-f109-3e77-5795e7af0298,4ccc87ce-5084-066d-df0d-e862888c929a,4ef420bd-b414-11be-c00c-9223662410e9,52738004-6c99-a013-3344-d317303845a0,550b7731-1b51-10e0-3692-bfb247581a2c,5588d2fc-0b3a-705e-e6d5-c238af0da1eb,589f870d-f81d-da56-c9ab-53e78689e2fd,59668239-f2ad-c65e-086d-d78c4934ae37,597cabb8-f934-61b1-0a6f-b6ee891dfa8f,5a840a51-da20-2a18-07ec-902c4112810d,62033a36-9ac6-5c57-0b99-ba1f9959cc1e,63fe99b8-4afb-ce40-4fa1-867c41c3f2f2,6761e2c6-97bb-e362-4713-06f167d5a337,6c9174d4-0aac-c591-11c7-a59a59448f21,6d4dfc89-c0e3-ec3b-8548-c44748158901,7055b2c6-49d7-ac21-7155-beee080992b3,72d17933-c713-f42c-f700-ff071e4a17f2,82ff0515-0ca2-df4c-8131-7bc79d3ef8ea,85058c7a-3815-157c-cf71-3bad2df9c1df,920fbc48-155e-e189-cf2a-90443a28c013,932c649c-ec8c-0004-dd64-9d9fe1d1b295,98c30930-a64f-57c0-cd3e-f667e1011d75,9bf21a24-c517-e02e-9b93-fe759863f95b,9e745458-e4fd-f9ac-eb92-7926212d2d1e,a2ea1c15-8a7f-6796-9c5e-37847d5db509,a50f9e4e-052f-f3fb-43d7-181a48e9189b,a564cc11-8abb-97e3-3348-3f216321b625,a7b38b98-d8a8-4659-2015-ce52fa37f2ae,a7ec4ba6-8594-a3ef-b0a3-192ab4093901,ae9a53f3-ad79-0ed2-1dfd-f0940de5952f,b0551d33-a955-c351-f698-0ef229d73ea9,ba55c75f-c8c0-d01d-8725-2cc392974996,ba84a6c1-bcb5-3271-dad7-cf7c63638cf6,c10feb95-abeb-f3f7-a582-85c63a74df45,c849c7b1-3b17-ac33-218a-590a71341500,c91510da-192f-94d2-4a9d-174e5074d834,d0be27a7-544d-7f7a-5c7c-788ce67bfc01,d60263de-7f9d-8c16-0d27-bcdbdeacafa2,d9aa025d-74df-d45d-4872-edd087e7f7c1,ddfeed65-5b0e-d6e8-cd27-ce32daa021f3,de744b9b-6c53-d7e8-2a5e-ebb6cc10ef65,e173a768-55cd-20f1-0239-9363f0679ed7,e634dd3d-0195-655a-61e6-b60e6fd390b1,eaf91102-cce7-8810-e84c-bc18914e1db1,ec49f5cb-b08f-512a-ed48-c465f32ff8d6,ecd0b4bc-79a1-f1d4-e922-de0847ad72c6,ef08d623-f066-3121-9cb0-f829cd30e9a1,f5c1c0f6-84ea-a8bb-7d8b-40c751b28c35,f5d91f4a-f311-58c0-1414-a17650050766,f8582938-df9c-7546-ff8b-9daf387952a8
