ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01	C10orf35	WNT3	6	chr10	69631713	chr17	46818519	82b04610-95e6-2374-6823-715f9c95ea67,36ffe4bb-97c0-0dda-ec48-386a300b5570
GF02	POC1B	LMOD3	12	chr12	89525117	chr3	69109116	8f587efe-9492-cb15-d991-ec49b6151b86,021e6a17-4e4b-f869-0cc3-32064ef94512,13dbadda-7a5f-4255-f8ec-eed54a7a7631,2e180d04-bae8-4dcd-7bd6-cacadf3dbdaa,3b1c7486-9c7c-118e-ccbb-d87d85ab4c9b,6cd9c027-3e97-bb88-d993-3d0cf2f3b306
GF03	TPI1	LMO7DN	2	chr12	6868874	chr13	75873972	22f3c914-5c0a-615a-974a-1f97a7d9b572
GF04	HEXDC	URGCP-MRPS24	5	chr17	82419883	chr7	43887817	e26e40a4-3d2e-0335-dd7a-bbe016cee12d,033fa4e9-570a-e718-9bf3-2a652d59245d,8901ad83-1432-7345-d55b-3520956e9ae5
GF05	HEXDC	URGCP-MRPS24	2	chr17	82419882	chr7	43881690	d73bc944-be1d-8261-fcf4-484ad8394524
GF06	HEXDC	URGCP-MRPS24	2	chr17	82419883	chr7	43879253	b2e8e502-83c9-c528-aaed-3b8156f43081
GF07	NBPF8	C9orf72	1	chr1	145307481	chr9	27567163	e6262f1c-f154-a163-c8dc-00a02b66a7b2
GF08	NBPF8	C9orf72	1	chr1	145358256	chr9	27567141	6a0a799e-c8ee-7050-b4a1-2425c097126c
GF09	NBPF8	C9orf72	1	chr1	145348738	chr9	27567108	32c0bcf6-601f-f082-2035-622c42c163a2
GF010	NBPF8	C9orf72	1	chr1	145343975	chr9	27567146	03868b9b-d133-1043-ef99-c69714bf2414
GF011	RBM14-RBM4	C4orf17	1	chr11	66640122	chr4	99540461	04c0be8a-ca7a-da93-81fb-385881c9a073
GF012	DLG5	PYGL	4	chr10	77868052	chr14	50931671	ab3768f3-458d-fd17-b0b8-2a8cd923f2bb
GF013	EBNA1BP2	C20orf27	2	chr1	43177118	chr20	3755466	dca8d1ff-712b-f990-a3ae-627e7792a3a4,a4e0ddbc-98e6-cdeb-f5a5-39cf4e0e6323
